peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K9me3_Rep1_S1	Naive_P14_Day30_H3K9me3_Rep2_S2	Naive_P14_Day30_H3K9me3_Rep3_S1	Naive_P14_Day30_H3K9me3_Rep4_S2	Naive_P14_Day32_H3K9me3_Rep1_S5	Naive_P14_Day32_H3K9me3_Rep2_S6	Naive_P14_Day32_H3K9me3_Rep3_S7	Naive_P14_Day32_H3K9me3_Rep4_S8	Arm_P14_Day30_H3K9me3_Rep1_S3	Arm_P14_Day30_H3K9me3_Rep2_S4	Arm_P14_Day30_H3K9me3_Rep3_S1	Arm_P14_Day30_H3K9me3_Rep4_S2	Cl13_P14_Day32_H3K9me3_Rep1_S5	Cl13_P14_Day32_H3K9me3_Rep2_S6	Cl13_P14_Day32_H3K9me3_Rep3_S7	Cl13_P14_Day32_H3K9me3_Rep4_S8
peak6811	chr5	45848499	45854550	.	6052	81.13	76.55	69.34	73.71	83.24	72.67	52.18	60.25	85.77	82.29	83.2	66.8	91.71	81.95	76.03	108.56
peak6812	chr5	45860760	45866235	.	5476	46.12	56.08	38.34	37.28	42.52	58.66	53.05	51.41	46.56	38.54	50.16	57.59	33.97	57.91	52.27	49.76
peak6813	chr5	45970955	45973383	.	2429	22.21	21.36	17.13	22.03	18.09	18.39	30.44	21.69	33.08	17.71	22.02	20.73	26.04	24.04	23.76	20.35
peak6814	chr5	45975542	45996192	.	20651	232.3	197.61	209.65	221.12	197.23	201.37	217.43	205.65	194.83	182.3	199.44	207.32	153.99	167.19	187.71	165.1
peak6815	chr5	46048479	46052565	.	4087	35.87	26.7	33.45	34.74	25.33	31.52	27.83	22.49	26.96	30.21	20.8	25.34	18.12	9.83	17.82	15.83
peak6816	chr5	46065458	46072713	.	7256	47.83	53.41	53.84	56.76	62.43	51.66	61.75	69.89	58.82	53.13	81.98	64.5	48.69	67.75	59.4	56.54
peak6817	chr5	46098044	46106687	.	8644	46.97	64.09	63.63	58.46	46.14	53.41	55.66	58.64	50.24	64.58	61.18	51.83	36.23	49.17	55.84	53.15
peak6818	chr5	46119356	46141799	.	22444	115.3	126.4	127.26	130.47	130.28	105.94	96.54	102.02	139.69	129.17	138.26	124.39	92.84	85.23	73.66	96.12
peak6819	chr5	46154303	46160520	.	6218	47.83	49.85	36.71	30.5	30.76	23.64	32.18	32.13	34.31	35.42	36.71	34.55	15.85	14.21	27.32	16.96
peak6820	chr5	46179878	46234843	.	54966	368.09	345.37	348.33	316.01	309.42	278.42	303.53	294.82	328.39	321.88	341.36	304.07	203.8	190.14	244.73	215.99
peak6821	chr5	46237441	46327666	.	90226	1096.6	1080.63	1079.26	1075.11	1087.49	1095.29	1045.39	1056.36	965.57	957.32	970.26	996.31	811.82	802.06	809.04	793.84
peak6822	chr5	46363097	46441852	.	78756	770.35	753.95	759.48	780.28	740.07	729.32	756.65	763.95	691.09	686.48	723.1	727.94	471.01	536.53	630.84	558.63
peak6823	chr5	46444682	47974799	.	1530118	22099.29	21803.95	21539.53	22088.51	21535.44	21477.68	21459.22	21542.55	22543.79	22092.23	22428.49	22532.63	22058.39	22839.16	22464.18	22945.47
peak6824	chr5	47989693	48317022	.	327330	2562.14	2564.49	2433.44	2495.89	2333.32	2165.19	2211.67	2278.21	3709.1	3671.97	3549.45	3684.6	3430.7	3547	3638.89	3570
peak6825	chr5	48352551	48357954	.	5404	60.64	65.87	55.47	56.76	49.76	49.03	60.88	69.89	51.46	66.67	61.18	52.98	61.14	56.82	42.77	55.41
peak6826	chr5	48366532	48372381	.	5850	32.45	15.13	26.92	22.87	24.43	29.77	21.74	16.07	34.31	36.46	20.8	39.16	38.5	21.85	29.7	20.35
peak6827	chr5	48390314	48394366	.	4053	43.56	33.83	34.26	47.44	38.9	41.15	43.49	34.54	34.31	32.29	25.69	27.64	30.57	22.95	22.57	31.66
peak6828	chr5	48432484	49088568	.	656085	9158.79	9269.02	9159.44	9226.14	9381.21	9376.95	9340.68	9585.18	7673.07	7391.86	7682.53	7814.95	6656.47	7016.42	7194.62	7177.32
peak6829	chr5	49090212	49094208	.	3997	11.96	17.8	12.24	10.17	24.43	13.13	13.92	12.05	7.35	6.25	18.35	9.21	16.98	12.02	16.63	15.83
peak6830	chr5	49097034	50052926	.	955893	13202.7	13321.82	13523.8	13658.75	13586.43	13801.02	13727.5	13833.92	13033.93	12851.37	13220.22	12898.99	13472.58	13795.72	13693.06	13875.16
peak6831	chr5	50065163	51543970	.	1478808	20903.63	20910.25	20647.08	21010.01	20809.84	20673.94	20879.12	20981.03	21532.88	21574.51	21296.73	21627.32	20955.58	22030.54	21485.25	22406.07
peak6832	chr5	51558524	52007165	.	448642	1930.14	1893.33	1952.95	1789.31	1685.52	1634.62	1758.55	1707.05	5637.79	5529.31	5638.02	5532.09	5117.75	5020	5262.91	5258.31
peak6833	chr5	52008639	52016305	.	7667	6.83	8.9	9.79	3.39	6.33	4.38	8.7	7.23	39.21	53.13	39.15	55.29	35.1	33.87	51.08	31.66
peak6836	chr5	52314130	52319618	.	5489	4.27	3.56	4.89	7.62	4.52	8.76	1.74	6.43	30.63	25	28.14	21.88	32.84	14.21	23.76	24.88
peak6837	chr5	52339138	52421210	.	82073	175.08	161.12	137.05	150.8	141.14	161.1	132.2	139.78	726.63	703.14	720.66	711.81	455.16	461.13	576.19	479.47
peak6838	chr5	52423896	52427515	.	3620	1.71	7.12	5.71	6.78	9.95	4.38	4.35	6.43	30.63	15.63	39.15	26.49	12.45	15.3	17.82	11.31
peak6839	chr5	52428373	52458865	.	30493	43.56	30.26	37.53	43.21	34.38	42.03	40.01	44.99	232.81	242.71	219.01	186.59	83.79	93.97	98.61	94.99
peak6841	chr5	52477885	52481657	.	3773	20.5	24.92	20.39	12.71	16.29	14.88	26.96	20.89	28.18	31.25	25.69	36.86	27.17	18.58	23.76	22.62
peak6842	chr5	52567080	52569043	.	1964	21.35	21.36	19.58	16.94	21.71	18.39	9.57	14.46	12.25	6.25	9.79	10.37	24.91	16.39	27.32	18.09
peak6843	chr5	52571919	52577411	.	5493	96.51	88.12	96.26	89.8	83.24	91.93	116.54	97.2	105.38	92.71	83.2	93.3	178.89	167.19	173.45	158.31
peak6845	chr5	52830917	52833987	.	3071	12.81	8.9	14.68	7.62	14.48	13.13	11.31	23.3	13.48	16.67	19.58	10.37	24.91	17.48	11.88	31.66
peak6846	chr5	52894788	52902816	.	8029	66.62	73.88	95.44	89.8	81.43	88.43	73.93	75.51	80.87	87.5	110.12	78.32	91.71	84.14	102.17	80.29
peak6847	chr5	52976595	52980029	.	3435	25.62	26.7	26.1	22.87	27.14	25.39	20	18.48	29.41	32.29	26.92	31.1	14.72	21.85	15.44	16.96
peak6848	chr5	52982913	52995238	.	12326	101.63	99.7	73.42	95.73	79.62	84.05	77.4	110.05	88.22	83.34	83.2	89.84	46.42	30.6	38.02	41.84
peak6849	chr5	53001621	53007698	.	6078	56.37	36.5	33.45	35.58	47.95	42.03	40.88	40.17	33.08	36.46	63.62	40.31	16.98	20.76	21.38	20.35
peak6850	chr5	53013895	53038663	.	24769	138.36	155.77	140.31	131.32	134.81	126.95	129.59	133.35	166.65	137.5	162.73	173.92	57.74	59.01	60.59	48.63
peak6851	chr5	53308273	53313736	.	5464	68.32	66.76	77.5	74.55	77.81	67.42	61.75	77.92	71.07	60.42	78.31	63.35	67.93	52.45	76.03	88.2
peak6852	chr5	53622376	53623951	.	1576	11.1	13.35	9.79	11.86	10.86	11.38	11.31	9.64	15.93	22.92	22.02	17.28	23.78	21.85	9.5	26.01
peak6853	chr5	53627905	53629721	.	1817	18.79	24.03	14.68	21.18	24.43	22.76	23.48	20.89	18.38	23.96	20.8	13.82	29.44	17.48	14.26	19.22
peak6855	chr5	53737943	53743807	.	5865	44.41	41.84	35.89	34.74	45.24	35.9	32.18	34.54	28.18	22.92	30.59	24.19	26.04	33.87	27.32	35.06
peak6856	chr5	53748310	53754254	.	5945	79.43	83.67	70.97	88.11	87.76	78.8	86.97	75.51	93.13	90.63	86.87	63.35	76.99	95.07	85.54	89.33
peak6857	chr5	53774233	53778434	.	4202	52.1	52.52	58.74	64.39	51.57	57.79	61.75	54.63	63.72	54.17	58.73	61.05	56.61	66.66	58.21	62.2
peak6858	chr5	53843473	53845009	.	1537	17.08	20.47	17.13	16.94	18.09	22.76	15.65	23.3	13.48	12.5	15.91	13.82	19.25	10.93	23.76	11.31
peak6859	chr5	53909952	53914127	.	4176	95.65	97.92	100.34	97.43	90.47	91.06	99.15	82.74	53.91	47.92	46.49	46.07	53.22	64.47	59.4	40.71
peak6860	chr5	53919082	53921036	.	1955	29.89	37.39	39.97	33.89	24.43	27.14	24.35	25.71	12.25	9.38	14.68	3.46	15.85	15.3	13.07	12.44
peak6861	chr5	53973666	53976287	.	2622	26.48	28.48	22.03	25.42	32.57	36.77	26.96	28.92	35.53	26.04	22.02	20.73	30.57	32.78	32.08	32.79
peak6862	chr5	54057719	54058666	.	948	11.1	9.79	9.79	12.71	10.86	9.63	8.7	5.62	15.93	14.58	13.46	18.43	23.78	19.67	27.32	21.49
peak6863	chr5	54134436	54147573	.	13138	161.41	119.28	128.89	112.68	126.66	121.7	121.76	117.28	145.82	136.46	126.02	138.22	142.66	144.24	152.07	128.91
peak6864	chr5	54174484	54175828	.	1345	18.79	9.79	18.76	14.4	15.38	19.26	10.44	15.26	11.03	8.33	4.89	8.06	7.93	8.74	7.13	7.92
peak6865	chr5	54223389	54240695	.	17307	105.05	92.57	95.44	94.04	98.62	84.93	102.63	91.58	74.75	63.54	75.86	79.47	31.7	36.06	42.77	38.45
peak6866	chr5	54264085	57699674	.	3435590	60561.26	59906.35	59833.3	60751.02	61950.02	61796.82	61578.06	62602.49	55788.46	55617.05	54887.46	54989.16	53787.28	55828.69	54657.01	56501.43
peak6867	chr5	57746741	57831705	.	84965	165.68	136.19	152.55	142.33	124.85	103.31	117.41	126.92	316.14	288.55	349.93	316.74	545.74	521.23	668.85	664.92
peak6869	chr5	57835764	57846357	.	10594	19.64	19.58	21.21	23.72	28.05	21.89	19.13	18.48	49.01	27.08	39.15	29.95	76.99	67.75	67.72	100.64
peak6870	chr5	57848483	57861486	.	13004	35.87	27.59	39.97	38.97	31.67	34.15	35.66	36.95	57.59	41.67	63.62	47.22	71.33	64.47	108.11	90.47
peak6871	chr5	57862176	57880131	.	17956	54.66	41.84	45.68	54.22	47.05	50.78	37.4	44.99	74.75	89.59	94.21	100.21	146.06	165	159.19	159.45
peak6872	chr5	57883603	57889967	.	6365	13.66	18.69	14.68	12.71	9.05	10.51	8.7	10.44	18.38	19.79	29.36	16.13	38.5	39.34	42.77	42.97
peak6873	chr5	57891213	57954510	.	63298	131.52	124.62	120.73	125.39	118.52	110.32	79.14	112.46	183.8	200.01	237.36	206.17	382.7	422.89	377.79	410.49
peak6875	chr5	57960429	60042513	.	2082085	31175.24	30602.08	30801.76	30891.04	31312.93	31428.98	31355.64	31577.59	34169.81	34001.91	34055.67	33669.37	36078.98	36967.07	36164.37	37672.14
peak6876	chr5	60043418	62363608	.	2320191	42305.17	41821.4	42575.74	42665.59	43427.35	43520.96	43829.89	44029	35871.8	36214.47	35738.03	35962.6	34636.5	35640.5	34954.97	36394.32
peak6877	chr5	62364177	62450869	.	86693	924.08	891.03	894.08	932.78	837.79	899.17	922.76	891.68	492.59	522.93	447.81	504.49	374.77	347.49	388.48	361.86
peak6878	chr5	62456944	62465335	.	8392	52.1	69.43	45.68	54.22	53.38	52.53	44.36	43.38	24.51	11.46	22.02	16.13	21.51	15.3	13.07	22.62
peak6879	chr5	62468159	62475038	.	6880	38.43	49.85	39.97	38.97	26.24	35.9	35.66	26.51	19.61	12.5	12.24	11.52	5.66	12.02	21.38	13.57
peak6880	chr5	62484107	62488298	.	4192	22.21	28.48	26.1	27.11	30.76	22.76	20	31.33	19.61	9.38	22.02	16.13	7.93	10.93	19.01	14.7
peak6881	chr5	62523721	62532021	.	8301	71.74	83.67	92.18	83.03	85.05	84.05	82.62	66.68	78.42	72.92	73.41	72.56	72.46	88.51	89.1	76.9
peak6882	chr5	62533388	62537372	.	3985	35.87	26.7	32.63	26.26	35.28	25.39	27.83	30.53	14.7	30.21	25.69	26.49	24.91	32.78	26.14	31.66
peak6883	chr5	62543664	62548731	.	5068	35.02	41.84	35.08	33.89	39.81	28.02	30.44	28.92	19.61	23.96	24.47	17.28	19.25	27.32	19.01	27.14
peak6884	chr5	62772648	62775900	.	3253	16.23	23.14	28.55	23.72	28.95	21.01	32.18	17.67	28.18	27.08	30.59	40.31	39.63	29.5	29.7	48.63
peak6885	chr5	62807685	62811259	.	3575	29.04	29.37	23.66	31.35	22.62	29.77	17.39	26.51	66.17	58.33	68.52	50.68	71.33	76.49	74.84	93.86
peak6886	chr5	62869404	62876535	.	7132	82.84	86.34	84.84	99.97	92.28	123.45	98.28	95.59	100.48	89.59	110.12	99.05	97.37	86.33	100.98	115.34
peak6887	chr5	62947700	62949892	.	2193	20.5	25.81	22.03	21.18	26.24	27.14	19.13	30.53	29.41	27.08	19.58	21.88	16.98	26.23	30.89	15.83
peak6888	chr5	62955253	62964720	.	9468	118.71	116.61	90.55	88.11	90.47	96.31	90.45	93.99	89.45	89.59	105.22	93.3	93.98	109.27	78.41	90.47
peak6889	chr5	62969406	62983353	.	13948	78.57	106.82	84.84	79.64	85.95	77.05	80.88	79.53	69.84	48.96	53.84	63.35	67.93	69.93	64.15	67.85
peak6890	chr5	63069010	63075518	.	6509	40.14	48.96	49.76	42.36	46.14	43.78	52.18	47.4	25.73	18.75	23.25	24.19	16.98	17.48	27.32	27.14
peak6891	chr5	63079284	63099157	.	19874	147.75	177.14	157.44	188.08	163.76	168.1	191.34	149.42	91.9	103.13	123.58	124.39	98.51	99.44	79.6	85.94
peak6892	chr5	63102349	63118908	.	16560	126.4	142.42	115.84	106.75	119.43	118.2	128.72	122.1	55.14	68.75	66.07	58.74	26.04	30.6	41.58	37.32
peak6893	chr5	63122516	63130612	.	8097	66.62	73.88	80.76	70.32	74.19	60.41	68.71	57.84	35.53	30.21	46.49	39.16	22.64	19.67	24.95	27.14
peak6894	chr5	63135327	63157068	.	21742	215.22	232.33	222.7	232.14	223.47	223.26	224.39	229.75	172.77	135.42	170.07	138.22	113.22	90.7	119.99	100.64
peak6895	chr5	63159681	63167586	.	7906	57.22	52.52	57.1	50.83	57	60.41	62.62	54.63	49.01	31.25	34.26	31.1	19.25	14.21	20.2	19.22
peak6896	chr5	63172513	63534226	.	361714	3668.13	3567.68	3524.93	3543.89	3466.05	3481.12	3442.31	3464.71	2475.18	2384.44	2546.16	2555.84	1149.23	1120.05	1392.35	1185.1
peak6897	chr5	63537165	63614278	.	77114	665.3	700.54	618.35	619.31	645.98	597.99	647.93	602.49	716.82	739.6	713.32	701.45	388.36	449.11	436	383.35
peak6898	chr5	63617949	63629633	.	11685	41.85	48.07	45.68	38.97	38	40.27	42.62	32.94	68.62	76.04	59.95	48.38	18.12	30.6	28.51	28.27
peak6899	chr5	63637937	63647142	.	9206	43.56	52.52	49.76	54.22	48.86	55.16	47.83	37.76	82.1	82.29	72.19	74.87	56.61	33.87	49.9	44.1
peak6900	chr5	63656120	63673103	.	16984	149.46	118.39	136.23	131.32	129.38	135.71	135.67	114.87	171.55	183.34	144.38	170.47	126.81	138.78	133.06	96.12
peak6902	chr5	63686535	63696374	.	9840	45.26	48.96	49.76	44.06	51.57	46.4	39.14	40.17	60.04	62.5	52.61	76.02	32.84	24.04	22.57	27.14
peak6903	chr5	63750984	63754827	.	3844	35.02	23.14	11.42	23.72	29.86	17.51	23.48	28.12	14.7	13.54	12.24	16.13	27.17	22.95	19.01	13.57
peak6904	chr5	63792890	63795231	.	2342	29.89	35.61	22.84	45.75	30.76	42.03	40.88	38.56	7.35	14.58	7.34	16.13	19.25	8.74	15.44	10.18
peak6905	chr5	63844063	63854567	.	10505	67.47	56.97	63.63	63.54	67.86	61.29	55.66	50.61	89.45	81.25	88.09	86.38	80.39	68.84	90.29	71.24
peak6907	chr5	64013477	64020732	.	7256	76.01	77.44	97.89	80.49	79.62	84.93	93.06	79.53	79.65	75	84.42	84.08	96.24	102.72	80.79	91.6
peak6908	chr5	64030955	64038262	.	7308	91.38	101.48	93	102.51	103.14	106.81	94.8	99.61	133.56	127.09	126.02	122.09	144.93	148.61	141.37	143.61
peak6909	chr5	64115037	64124085	.	9049	90.53	84.56	85.66	85.57	82.33	76.17	89.58	87.56	100.48	98.96	97.88	85.23	112.09	107.09	105.73	142.48
peak6910	chr5	64189269	64192101	.	2833	17.08	9.79	15.5	14.4	14.48	14.88	12.18	16.87	36.76	27.08	19.58	20.73	33.97	33.87	35.64	45.23
peak6911	chr5	64221398	64224942	.	3545	30.75	33.83	25.29	41.51	26.24	28.89	22.61	24.9	67.39	64.58	51.39	81.78	89.45	83.05	83.16	105.17
peak6912	chr5	64360965	64362967	.	2003	10.25	9.79	13.87	5.93	11.76	14.01	11.31	12.85	11.03	6.25	13.46	8.06	24.91	25.13	23.76	21.49
peak6913	chr5	64405618	64408724	.	3107	58.08	73.88	80.76	76.25	77.81	67.42	79.14	83.54	77.2	84.38	70.96	58.74	116.62	109.27	111.67	126.65
peak6915	chr5	64426228	64428610	.	2383	19.64	15.13	31	20.33	17.19	20.14	19.13	20.89	18.38	22.92	17.13	25.34	19.25	26.23	27.32	27.14
peak6916	chr5	64542675	64554941	.	12267	152.87	162.9	161.52	160.12	203.57	171.6	180.03	172.71	193.6	186.46	185.98	180.83	195.88	204.34	171.07	189.98
peak6917	chr5	64557969	64565040	.	7072	104.19	82.78	94.63	81.33	89.57	98.06	91.32	97.2	120.08	110.42	107.67	133.61	126.81	118.01	131.87	113.08
peak6918	chr5	64570104	64574296	.	4193	40.14	35.61	34.26	30.5	35.28	32.39	33.92	32.94	51.46	46.88	37.93	39.16	40.76	37.15	38.02	37.32
peak6921	chr5	64691675	64694573	.	2899	2.56	6.23	3.26	2.54	3.62	3.5	2.61	2.41	6.13	10.42	13.46	9.21	45.29	33.87	33.26	28.27
peak6922	chr5	64719172	64726157	.	6986	61.49	51.63	62.81	55.07	67.86	74.42	73.93	68.28	89.45	84.38	70.96	79.47	121.15	103.81	95.04	113.08
peak6923	chr5	64754051	64759358	.	5308	11.1	13.35	8.97	21.18	13.57	16.64	17.39	23.3	33.08	26.04	20.8	32.25	37.36	49.17	46.33	50.89
peak6924	chr5	64765713	64769965	.	4253	43.56	41.84	50.58	33.89	38	35.02	45.22	49.81	77.2	73.96	77.08	74.87	121.15	108.18	100.98	111.95
peak6925	chr5	64794454	64802264	.	7811	41.85	49.85	55.47	61.85	62.43	63.91	60.88	44.99	83.32	87.5	79.53	90.99	100.77	109.27	124.74	126.65
peak6926	chr5	64829226	64845255	.	16030	132.38	129.96	152.55	154.19	133.9	145.34	123.5	128.53	176.45	160.42	167.62	179.68	298.91	262.26	241.17	249.91
peak6927	chr5	64853990	64859020	.	5031	66.62	56.08	87.29	69.47	95	93.68	86.1	89.97	122.53	122.92	94.21	124.39	219.66	215.27	156.82	227.29
peak6928	chr5	64888077	64896482	.	8406	159.71	153.1	155.81	173.68	162.85	154.97	161.77	159.06	147.04	156.25	166.4	150.89	168.7	175.93	155.63	160.58
peak6929	chr5	64901963	64907541	.	5579	29.04	24.92	26.92	25.42	17.19	30.64	23.48	37.76	58.82	57.29	77.08	47.22	93.98	103.81	74.84	105.17
peak6930	chr5	64913173	64916941	.	3769	24.77	25.81	35.89	32.19	24.43	21.89	32.18	25.71	25.73	29.17	23.25	28.79	16.98	30.6	15.44	27.14
peak6931	chr5	64938873	64945823	.	6951	62.35	52.52	44.87	55.92	61.52	56.91	60.88	49	42.89	40.63	52.61	59.89	57.74	52.45	43.96	50.89
peak6935	chr5	65188817	65193959	.	5143	34.16	47.18	22.03	39.82	54.28	38.52	43.49	44.18	36.76	66.67	53.84	43.77	99.64	68.84	80.79	79.16
peak6936	chr5	65517141	65518628	.	1488	2.56	4.45	5.71	1.69	3.62	7	7.83	4.02	17.15	22.92	11.01	16.13	12.45	14.21	17.82	11.31
peak6937	chr5	65903010	65906756	.	3747	5.12	8.01	5.71	7.62	9.95	10.51	13.05	12.05	22.06	21.88	18.35	17.28	52.08	40.43	48.71	54.28
peak6938	chr5	66019856	66022008	.	2153	11.96	8.9	19.58	17.79	15.38	18.39	11.31	15.26	36.76	44.79	42.82	34.55	36.23	45.89	32.08	45.23
peak6939	chr5	66175460	66177146	.	1687	14.52	19.58	12.24	11.01	17.19	16.64	19.13	16.07	9.8	10.42	12.24	4.61	16.98	14.21	17.82	14.7
peak6942	chr5	66554972	66556422	.	1451	16.23	17.8	18.76	20.33	20.81	8.76	14.79	12.05	8.58	7.29	2.45	4.61	3.4	7.65	5.94	7.92
peak6943	chr5	66838629	66879003	.	40375	62.35	56.08	51.39	37.28	51.57	42.03	52.18	48.2	329.62	305.22	308.33	330.57	147.19	151.89	155.63	140.22
peak6944	chr5	66881167	66933124	.	51958	83.7	89.01	68.52	88.11	68.76	90.18	66.97	71.5	399.46	518.76	469.83	479.15	210.6	211.99	238.79	202.42
peak6945	chr5	66936535	66942142	.	5608	8.54	9.79	10.6	6.78	5.43	6.13	8.7	4.02	49.01	42.71	36.71	32.25	12.45	18.58	27.32	22.62
peak6946	chr5	66942616	66946554	.	3939	4.27	4.45	6.53	5.08	7.24	0.88	2.61	4.02	24.51	30.21	40.38	31.1	18.12	12.02	19.01	16.96
peak6947	chr5	66951430	66963314	.	11885	17.08	14.24	16.32	16.94	11.76	18.39	23.48	19.28	61.27	73.96	64.85	67.96	24.91	36.06	32.08	23.75
peak6948	chr5	67037796	67043917	.	6122	48.68	53.41	44.05	53.37	51.57	48.15	53.05	49	66.17	45.83	62.4	71.41	60.01	67.75	62.96	53.15
peak6949	chr5	67083986	67086095	.	2110	19.64	24.03	11.42	20.33	14.48	17.51	21.74	16.07	7.35	17.71	19.58	13.82	10.19	17.48	17.82	12.44
peak6951	chr5	67270414	67276879	.	6466	38.43	50.74	62	48.29	44.33	48.15	53.92	34.54	66.17	67.71	58.73	69.11	67.93	53.54	65.34	57.67
peak6952	chr5	67370179	67376893	.	6715	76.86	77.44	77.5	72.01	88.66	103.31	80.88	103.63	52.69	50	56.28	34.55	64.54	59.01	59.4	63.33
peak6953	chr5	67384458	67390617	.	6160	85.4	82.78	70.97	80.49	75.09	85.8	88.71	89.17	84.55	73.96	81.98	84.08	100.77	75.4	73.66	102.9
peak6954	chr5	67585146	67589698	.	4553	60.64	65.87	51.39	62.69	63.33	55.16	66.1	57.84	55.14	58.33	42.82	49.53	57.74	64.47	53.46	55.41
peak6955	chr5	67708539	67714218	.	5680	91.38	94.35	80.76	68.62	88.66	81.42	51.31	71.5	88.22	65.63	95.44	76.02	90.58	79.77	76.03	85.94
peak6956	chr5	67817688	67819738	.	2051	4.27	1.78	5.71	2.54	3.62	1.75	1.74	3.21	13.48	14.58	14.68	13.82	38.5	41.52	27.32	30.53
peak6957	chr5	67910056	67922193	.	12138	164.83	138.86	127.26	145.72	150.19	154.09	144.37	167.09	147.04	144.8	149.27	134.76	149.46	167.19	140.19	144.74
peak6958	chr5	68015675	68018579	.	2905	24.77	18.69	22.84	18.64	23.52	21.89	13.92	24.1	18.38	18.75	18.35	24.19	27.17	19.67	26.14	19.22
peak6959	chr5	68080277	68086103	.	5827	23.06	28.48	30.18	26.26	32.57	23.64	21.74	27.31	39.21	38.54	33.04	42.62	24.91	26.23	28.51	31.66
peak6960	chr5	68097047	68105723	.	8677	76.01	86.34	87.29	96.58	90.47	80.55	97.41	80.33	91.9	108.34	110.12	79.47	92.84	91.79	92.67	80.29
peak6961	chr5	68135722	68163492	.	27771	162.27	137.97	171.31	144.03	143.85	154.97	143.5	152.63	229.14	243.76	250.82	245.33	161.91	170.47	187.71	184.32
peak6962	chr5	68164315	68186493	.	22179	94.8	106.82	99.52	104.21	89.57	98.94	103.5	100.41	181.35	173.96	192.09	153.19	153.99	157.35	139	134.57
peak6963	chr5	68187613	68194923	.	7311	28.18	40.06	31.81	20.33	37.09	29.77	26.96	20.89	50.24	58.33	57.51	51.83	29.44	28.41	46.33	37.32
peak6964	chr5	68195817	69334953	.	1139137	15856.22	15853.37	15918.08	15970.79	15592.23	16149.19	16293.14	16414.18	16692.79	16707.72	16433.2	16516.79	14099.84	14601.06	14422.5	14683.7
peak6965	chr5	69346815	69507409	.	160595	1986.51	1953.85	1972.53	1985.86	2018.47	2046.12	1962.07	1980.98	1619.9	1566.71	1551.43	1542.26	1009.96	980.18	1128.61	1023.39
peak6966	chr5	69531648	69537939	.	6292	67.47	66.76	72.6	72.01	79.62	73.54	78.27	67.48	80.87	82.29	70.96	81.78	69.07	79.77	76.03	74.63
peak6968	chr5	69629851	69822348	.	192498	2819.21	2762.1	2766.27	2773.77	2745.88	2676.5	2886.57	2851.78	2384.51	2301.1	2276.99	2495.95	1845.56	1936.32	2018.44	1968.76
peak6969	chr5	69823009	71496728	.	1673720	30301.55	29955.84	30254.38	30550.46	30951.03	31147.06	31011.24	30951	29963.22	29851.81	29423.4	30017.02	30135.82	31001.86	30097.18	31279.62
peak6970	chr5	71505902	71649310	.	143409	1468.11	1471.4	1368.04	1382.65	1393.29	1470.02	1359.36	1360.02	1577.01	1591.71	1605.27	1626.34	1427.76	1462.07	1420.87	1418.05
peak6971	chr5	71670702	71693952	.	23251	142.63	167.35	150.1	166.9	144.76	154.09	153.94	160.66	196.05	155.21	173.74	188.89	123.41	136.59	140.19	125.52
peak6972	chr5	71706634	71714952	.	8319	51.24	38.28	45.68	38.97	41.62	49.03	43.49	36.95	75.97	43.75	47.72	40.31	41.89	49.17	46.33	45.23
peak6973	chr5	71719230	71781623	.	62394	410.8	366.74	363.02	369.38	359.18	331.83	359.19	359.89	479.11	463.55	478.4	454.96	334.01	351.86	399.17	353.95
peak6974	chr5	71783198	71841126	.	57929	457.77	467.32	455.2	432.08	427.94	425.51	415.72	408.09	448.47	471.89	460.05	495.27	372.51	389.01	386.1	372.04
peak6975	chr5	71845951	71849305	.	3355	23.91	12.46	14.68	20.33	12.67	10.51	11.31	14.46	28.18	25	14.68	12.67	14.72	8.74	16.63	14.7
peak6976	chr5	71850259	71870933	.	20675	152.87	153.99	147.65	148.26	122.14	129.58	144.37	118.89	122.53	150	165.18	149.73	110.96	142.05	135.43	127.78
peak6977	chr5	71876606	71878984	.	2379	12.81	10.68	12.24	15.25	15.38	21.01	15.65	12.85	15.93	17.71	12.24	20.73	6.79	7.65	14.26	15.83
peak6978	chr5	71977049	71988025	.	10977	119.57	108.6	105.23	131.32	100.43	104.19	117.41	115.68	83.32	112.5	113.79	103.66	98.51	105.99	99.79	101.77
peak6979	chr5	72013289	72020533	.	7245	45.26	59.64	59.55	60.15	58.81	52.53	52.18	59.45	26.96	23.96	28.14	29.95	16.98	15.3	16.63	16.96
peak6980	chr5	72069712	72076537	.	6826	79.43	72.1	87.29	92.35	80.52	81.42	89.58	79.53	94.35	129.17	100.33	127.85	147.19	108.18	125.93	122.13
peak6981	chr5	72108892	72119523	.	10632	116.15	99.7	115.84	123.69	117.62	112.94	130.46	109.25	121.31	114.59	96.66	119.79	107.56	87.42	117.61	127.78
peak6982	chr5	72194289	72198521	.	4233	5.12	15.13	14.68	8.47	9.95	11.38	9.57	12.85	17.15	21.88	9.79	25.34	24.91	17.48	32.08	22.62
peak6983	chr5	72233114	72236975	.	3862	25.62	24.03	31.81	27.96	30.76	21.89	28.7	22.49	12.25	15.63	20.8	23.04	28.31	29.5	29.7	30.53
peak6984	chr5	72344745	72348225	.	3481	33.31	27.59	26.92	27.96	22.62	29.77	29.57	28.12	33.08	26.04	40.38	34.55	37.36	39.34	39.2	37.32
