peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K9me3_Rep1_S1	Naive_P14_Day30_H3K9me3_Rep2_S2	Naive_P14_Day30_H3K9me3_Rep3_S1	Naive_P14_Day30_H3K9me3_Rep4_S2	Naive_P14_Day32_H3K9me3_Rep1_S5	Naive_P14_Day32_H3K9me3_Rep2_S6	Naive_P14_Day32_H3K9me3_Rep3_S7	Naive_P14_Day32_H3K9me3_Rep4_S8
peak5197	chr4	12251661	12253685	.	2025	20.5	16.91	13.87	8.47	11.76	14.88	19.13	8.84
peak5198	chr4	12309215	12312204	.	2990	27.33	24.03	29.37	29.65	20.81	27.14	24.35	26.51
peak5199	chr4	12318844	12356507	.	37664	361.26	357.84	359.75	317.7	304.9	357.22	327.01	331.77
peak5200	chr4	12359617	12418626	.	59010	568.79	611.53	579.2	548.15	539.22	555.09	554.01	554.29
peak5201	chr4	12421367	12532373	.	111007	1127.34	1114.45	1132.29	1114.08	1073.92	1072.53	1090.62	1147.14
peak5202	chr4	12544138	12559889	.	15752	99.07	110.38	98.71	93.19	99.52	89.3	93.06	96.4
peak5203	chr4	12570185	12577690	.	7506	40.99	30.26	50.58	33.04	48.86	48.15	43.49	43.38
peak5204	chr4	12580390	12610219	.	29830	239.13	258.14	233.31	234.68	205.38	253.9	237.43	227.34
peak5205	chr4	12614358	12631858	.	17501	145.19	114.83	121.55	96.58	88.66	101.56	103.5	114.07
peak5206	chr4	12634974	12650010	.	15037	111.88	100.59	80.76	109.29	92.28	90.18	83.49	91.58
peak5207	chr4	12653875	12749179	.	95305	883.08	842.96	861.45	860.77	836.88	798.49	853.19	837.86
peak5208	chr4	12750366	12772826	.	22461	163.12	155.77	157.44	160.97	152.9	152.34	153.07	131.74
peak5209	chr4	12774946	12781661	.	6716	50.39	30.26	52.21	44.06	39.81	31.52	34.79	40.17
peak5210	chr4	12785152	12819410	.	34259	230.59	243.9	238.2	233.83	214.42	192.62	224.39	191.99
peak5211	chr4	12821493	12884794	.	63302	699.46	624.88	669.75	692.17	625.17	630.38	662.72	618.55
peak5212	chr4	12889292	12895979	.	6688	42.7	36.5	33.45	33.89	38	35.9	33.05	36.95
peak5213	chr4	12896631	12899203	.	2573	19.64	14.24	20.39	16.94	9.95	14.88	16.52	20.08
peak5214	chr4	12913900	12918547	.	4648	28.18	34.72	24.47	23.72	31.67	29.77	26.09	20.08
peak5215	chr4	12921067	13735672	.	814606	10158.02	10168.06	9977.66	10018.28	9983.77	10078.25	10193.87	9969.16
peak5216	chr4	13758850	13782513	.	23664	124.69	140.64	115.84	125.39	107.66	115.57	113.06	118.09
peak5217	chr4	13788255	14432973	.	644719	8970.9	8765.2	8674.06	8913.52	8710.8	8648.51	8861.47	8683.05
peak5218	chr4	14437625	14506077	.	68453	690.92	680.07	632.22	633.71	609.79	584.86	645.32	635.42
peak5219	chr4	14511192	14523560	.	12369	79.43	76.55	57.92	61.85	66.05	64.79	53.92	65.87
peak5220	chr4	14565178	14616979	.	51802	395.42	410.35	399.73	388.87	381.8	389.61	365.28	388
peak5221	chr4	14625511	14644008	.	18498	241.7	215.41	215.36	218.58	190.9	205.75	234.82	208.86
peak5222	chr4	14647463	14697752	.	50290	486.81	524.29	510.67	500.7	477.7	485.92	492.26	493.24
peak5223	chr4	14705340	14712883	.	7544	47.83	47.18	54.66	42.36	60.62	54.28	40.88	49
peak5224	chr4	14726803	14745634	.	18832	154.58	145.09	155	149.11	123.04	137.46	142.63	149.42
peak5225	chr4	14751872	14765997	.	14126	122.98	100.59	124.81	97.43	85.95	91.93	94.8	92.38
peak5226	chr4	14980821	14985668	.	4848	28.18	31.15	31.81	37.28	27.14	26.27	20.87	35.35
peak5227	chr4	15014257	15021187	.	6931	94.8	86.34	101.16	91.5	99.52	91.93	95.67	98
peak5228	chr4	15049783	15061746	.	11964	116.15	116.61	128.89	124.54	115.81	105.06	120.02	110.86
peak5229	chr4	15067941	15078039	.	10099	95.65	72.99	74.23	88.11	82.33	70.92	83.49	65.07
peak5230	chr4	15083241	15089775	.	6535	58.08	50.74	44.87	48.29	48.86	42.9	41.75	49.81
peak5231	chr4	15102146	15109024	.	6879	52.95	56.97	44.87	45.75	39.81	41.15	50.44	35.35
peak5232	chr4	15115690	15123193	.	7504	83.7	63.2	67.71	70.32	67.86	63.04	60.88	57.04
peak5233	chr4	15181006	15186225	.	5220	46.97	62.31	38.34	61.85	47.95	32.39	50.44	59.45
peak5234	chr4	15189701	15195385	.	5685	77.72	57.86	81.58	55.92	53.38	59.54	66.1	70.69
peak5235	chr4	15220242	15226970	.	6729	52.95	51.63	60.37	44.9	47.95	54.28	47.83	52.22
peak5236	chr4	15238388	15241542	.	3155	18.79	16.91	16.32	15.25	18.09	17.51	9.57	22.49
peak5238	chr4	15339589	15349215	.	9627	41.85	43.62	42.42	41.51	38.9	38.52	40.01	49.81
peak5239	chr4	15350475	15360827	.	10353	64.05	54.3	50.58	50.83	48.86	47.28	35.66	44.18
peak5240	chr4	15366578	15376437	.	9860	52.1	56.97	60.37	52.53	55.19	53.41	38.27	62.66
peak5241	chr4	15379983	15385684	.	5702	40.99	40.95	39.97	44.9	39.81	25.39	46.96	35.35
peak5242	chr4	15387465	15433571	.	46107	422.75	402.34	382.6	402.43	372.75	391.36	359.19	355.87
peak5243	chr4	15436662	15444285	.	7624	52.95	64.09	67.71	79.64	74.19	70.04	59.14	68.28
peak5244	chr4	15445542	15829935	.	384394	4281.33	4162.29	4220.78	4192.85	4136.45	4083.48	4146.78	4205.36
peak5245	chr4	15832817	15836524	.	3708	28.18	34.72	21.21	27.11	25.33	25.39	42.62	30.53
peak5246	chr4	15838634	15874198	.	35565	375.78	382.76	371.17	361.76	389.04	360.72	327.88	324.54
peak5247	chr4	15909285	15918193	.	8909	146.04	129.96	131.34	127.93	118.52	128.7	143.5	134.96
peak5248	chr4	15931164	15933140	.	1977	25.62	15.13	17.13	23.72	34.38	14.88	19.13	22.49
peak5249	chr4	16022225	16027120	.	4896	34.16	26.7	25.29	23.72	31.67	29.77	26.96	24.9
peak5250	chr4	16031110	16034688	.	3579	27.33	32.04	21.21	35.58	29.86	29.77	33.05	26.51
peak5251	chr4	16056914	16064811	.	7898	67.47	77.44	71.79	99.12	86.85	83.18	89.58	81.14
peak5252	chr4	16094877	16105348	.	10472	79.43	67.65	60.37	55.92	57	65.66	59.14	67.48
peak5253	chr4	16135007	16136254	.	1248	17.08	19.58	9.79	11.86	16.29	10.51	13.05	16.07
peak5254	chr4	16181700	16190612	.	8913	84.55	97.03	128.08	94.04	104.95	88.43	86.1	107.64
peak5255	chr4	16242594	16252748	.	10155	58.93	71.21	68.52	64.39	70.57	70.92	74.8	69.09
peak5256	chr4	16292090	16299835	.	7746	39.29	34.72	26.1	24.57	38.9	31.52	36.53	29.72
peak5257	chr4	16303183	16388851	.	85669	947.99	984.49	998.5	995.47	1059.45	1014.74	1006.25	1013.79
peak5258	chr4	16393690	16403793	.	10104	86.26	84.56	60.37	89.8	85.95	84.93	89.58	83.54
peak5259	chr4	16405390	16422031	.	16642	104.19	124.62	115.84	121.15	121.23	111.19	95.67	106.84
peak5260	chr4	16424290	16725244	.	300955	3170.22	3237.44	3261.44	3254.14	3233.53	3299.88	3246.63	3301.63
peak5261	chr4	16727893	17850561	.	1122669	15832.31	15810.65	15906.66	15905.55	16962.9	16969.57	16986.3	17009.43
peak5262	chr4	17856145	19325772	.	1469628	20307.51	20257.78	20494.53	20499.98	22796.64	22409.25	22490.69	22627.83
peak5263	chr4	19336179	19359616	.	23438	201.55	202.95	202.31	194.86	195.42	188.24	192.21	214.49
peak5264	chr4	19361583	19438850	.	77268	761.81	771.75	750.51	747.24	806.12	787.98	772.3	769.58
peak5265	chr4	19446883	19462539	.	15657	128.96	119.28	119.92	130.47	132.09	134.83	133.94	126.92
peak5266	chr4	19465854	19482722	.	16869	147.75	127.29	105.23	122.85	142.95	132.21	146.11	127.73
peak5267	chr4	19663976	19670109	.	6134	69.18	74.77	74.23	76.25	73.28	82.3	73.93	69.09
peak5269	chr4	19743276	19749861	.	6586	81.13	82.78	75.87	73.71	62.43	69.17	71.32	79.53
peak5270	chr4	19759642	19771166	.	11525	90.53	94.35	95.44	119.46	95	105.94	124.37	105.23
peak5271	chr4	19774671	19776279	.	1609	17.08	17.8	18.76	12.71	16.29	13.13	16.52	17.67
peak5272	chr4	19783362	19791901	.	8540	97.36	104.15	88.92	84.72	90.47	87.55	94.8	98.81
peak5273	chr4	19795865	19798171	.	2307	43.56	36.5	29.37	38.12	38.9	41.15	46.09	28.12
peak5274	chr4	19810858	19815512	.	4655	40.99	48.07	39.97	59.3	47.95	40.27	51.31	49
peak5275	chr4	19832220	19834278	.	2059	11.96	18.69	15.5	21.18	17.19	18.39	20	10.44
peak5276	chr4	19961153	19964010	.	2858	50.39	41.84	49.76	65.24	53.38	61.29	50.44	52.22
peak5277	chr4	20077372	20085591	.	8220	64.05	74.77	58.74	65.24	76	59.54	70.45	56.23
peak5278	chr4	20127925	20135515	.	7591	85.4	73.88	71.79	71.17	81.43	78.8	63.49	71.5
peak5279	chr4	20167032	20187047	.	20016	170.81	162.01	147.65	152.5	147.47	138.33	140.89	132.55
peak5280	chr4	20191554	20200704	.	9151	81.99	80.11	62.81	81.33	72.38	77.92	84.36	73.91
peak5281	chr4	20202460	20224398	.	21939	222.05	199.39	207.21	222.82	208.09	208.38	201.77	183.96
peak5282	chr4	20225993	20239352	.	13360	121.27	116.61	115.02	110.98	118.52	100.69	81.75	95.59
peak5283	chr4	20244484	20307146	.	62663	508.16	577.7	536.78	533.74	494.89	496.43	540.09	499.66
peak5284	chr4	20318291	20335433	.	17143	92.24	105.04	93.81	89.8	85.95	86.68	79.14	71.5
peak5285	chr4	20335971	20355388	.	19418	118.71	94.35	94.63	107.6	89.57	96.31	82.62	87.56
peak5286	chr4	20356043	20674179	.	318137	3317.11	3177.8	3115.42	3138.92	2984.73	3075.75	3094.43	3018.06
peak5287	chr4	20677304	20764140	.	86837	828.42	790.44	832.9	768.42	737.36	765.22	784.48	731.02
peak5288	chr4	20768699	20773078	.	4380	38.43	39.17	23.66	40.67	22.62	32.39	22.61	28.92
peak5289	chr4	20782318	21327669	.	545352	7426.78	7465.59	7456.12	7488.51	7462.27	7328.21	7370.79	7295.73
peak5290	chr4	21330539	21363488	.	32950	295.5	295.53	270.83	296.52	273.23	288.93	266.13	281.16
peak5291	chr4	21370288	21440454	.	70167	911.27	893.7	841.06	909.91	805.22	823.88	837.53	831.43
peak5292	chr4	21441754	21491963	.	50210	641.39	587.49	582.46	609.15	627.89	636.51	627.93	609.72
peak5293	chr4	21495912	21528258	.	32347	415.92	406.79	351.6	382.94	361.89	366.85	380.06	366.31
peak5294	chr4	21550548	21599724	.	49177	468.87	470.88	464.17	459.19	466.84	502.56	441.81	450.66
peak5295	chr4	21640497	21645577	.	5081	46.12	58.75	56.29	77.94	47.95	49.03	52.18	45.79
peak5296	chr4	21649327	21657373	.	8047	87.97	83.67	86.47	94.89	97.71	81.42	87.84	79.53
peak5297	chr4	21698422	21701657	.	3236	26.48	32.94	25.29	24.57	21.71	37.65	30.44	29.72
peak5298	chr4	21767058	21770021	.	2964	5.12	1.78	7.34	5.93	3.62	9.63	6.96	4.82
peak5299	chr4	22034606	22128906	.	94301	860.02	832.28	854.11	865.85	867.64	845.76	798.39	903.73
peak5300	chr4	22131033	22151207	.	20175	147.75	137.08	128.08	133.86	138.42	146.21	132.2	131.74
peak5301	chr4	22154270	22298736	.	144467	1484.33	1410.87	1442.28	1496.18	1379.72	1342.19	1392.41	1437.13
peak5302	chr4	22302102	22308025	.	5924	32.45	40.06	25.29	29.65	38.9	25.39	29.57	31.33
peak5303	chr4	22320537	22331204	.	10668	88.82	90.79	89.73	99.97	91.38	95.43	109.58	87.56
peak5304	chr4	22351233	22354256	.	3024	19.64	14.24	13.87	16.1	16.29	16.64	14.79	17.67
peak5305	chr4	22370669	22374546	.	3878	21.35	24.03	25.29	27.11	22.62	14.88	25.22	16.87
peak5306	chr4	22411316	22416486	.	5171	63.2	71.21	78.31	75.4	78.71	70.04	56.53	90.77
peak5307	chr4	22463004	22470511	.	7508	87.11	97.03	73.42	96.58	96.81	73.54	92.19	90.77
peak5308	chr4	22513779	24244243	.	1730465	29343.31	28695.41	28698.71	29410.96	29278.18	29333.83	29402.28	29620.71
peak5309	chr4	24244732	24380386	.	135655	1698.7	1680.58	1697.61	1693.58	1688.24	1723.92	1587.22	1718.3
peak5310	chr4	24381570	24431165	.	49596	390.3	392.55	373.62	400.73	366.42	362.47	370.5	365.51
peak5311	chr4	24435598	24448979	.	13382	132.38	121.95	122.37	133.86	115.81	133.08	120.89	104.43
peak5312	chr4	24452363	24492032	.	39670	462.89	481.57	464.99	473.59	462.32	475.41	456.6	472.35
peak5313	chr4	24725182	24844888	.	119707	1020.58	1030.78	1013.18	1030.21	1082.06	1046.26	1032.35	1033.87
peak5314	chr4	24876265	24881626	.	5362	35.02	26.7	19.58	32.19	20.81	26.27	22.61	36.15
peak5315	chr4	24887428	24892319	.	4892	45.26	56.97	40.79	40.67	40.71	42.9	51.31	41.77
peak5316	chr4	24910739	24913270	.	2532	19.64	26.7	15.5	18.64	15.38	14.01	24.35	26.51
peak5317	chr4	24930141	24943005	.	12865	88.82	86.34	75.05	77.94	69.66	67.42	68.71	69.09
peak5318	chr4	24944319	24956887	.	12569	73.45	64.98	72.6	73.71	72.38	74.42	60.88	62.66
peak5319	chr4	24978219	25227521	.	249303	3123.25	3155.54	3173.34	3194.84	3158.43	3115.14	3164	3112.85
peak5320	chr4	25303907	25313200	.	9294	46.12	65.87	47.31	39.82	56.09	52.53	44.36	47.4
peak5321	chr4	25323071	25361986	.	38916	432.15	435.28	429.91	421.06	440.61	409.75	423.55	428.97
peak5322	chr4	25362742	25798490	.	435749	7482.3	7403.29	7248.1	7436.83	7587.12	7570.73	7695.19	7516.64
peak5323	chr4	25801594	26259815	.	458222	7661.65	7773.58	7736.74	7846.88	7704.74	7730.95	7886.53	8074.94
peak5324	chr4	26260483	26318961	.	58479	572.21	612.42	574.3	613.38	604.36	593.61	561.83	582.4
peak5325	chr4	26361014	26366547	.	5534	36.72	47.18	52.21	38.97	37.09	36.77	32.18	45.79
peak5326	chr4	26372078	26382985	.	10908	57.22	71.21	50.58	64.39	42.52	49.03	46.09	51.41
peak5327	chr4	26389356	26540624	.	151269	1617.56	1628.95	1585.04	1562.26	1556.15	1525.18	1492.42	1473.28
peak5328	chr4	26549716	27941036	.	1391321	25471.92	25361.84	25261.88	25479.05	25938.79	26227.45	25861.69	25943.93
peak5329	chr4	27941748	28176514	.	234767	4138.71	4044.79	4085.37	4053.06	4312.88	4189.42	4173.74	4209.38
peak5330	chr4	28177415	28796112	.	618698	10132.4	10105.75	10215.04	10419.01	10275.09	10547.54	10436.52	10545.14
peak5331	chr4	28833353	29250411	.	417059	4610.99	4531.7	4485.91	4455.49	4415.11	4409.18	4420.73	4433.51
peak5332	chr4	29250940	31353810	.	2102871	35481.34	35518.32	35052.73	35665.92	35547.09	36024.65	36086.86	36493.89
peak5333	chr4	31354675	31696928	.	342254	3042.11	2982.86	2916.37	2987.27	3056.2	2977.69	2997.89	2977.9
peak5334	chr4	31701357	31748678	.	47322	192.16	179.81	177.84	171.98	189.99	168.1	158.29	171.11
peak5335	chr4	31763327	31767473	.	4147	6.83	5.34	8.97	3.39	13.57	6.13	13.05	12.05
peak5336	chr4	31774700	31786628	.	11929	94.8	87.23	101.16	88.96	103.14	81.42	84.36	106.84
peak5337	chr4	31846604	31848963	.	2360	20.5	26.7	24.47	19.49	24.43	20.14	16.52	21.69
peak5338	chr4	31892941	31898577	.	5637	58.08	65.87	74.23	67.78	67.86	66.54	61.75	66.68
peak5339	chr4	31950347	31953280	.	2934	13.66	37.39	31	34.74	25.33	26.27	23.48	28.12
peak5340	chr4	31983935	31989307	.	5373	11.1	20.47	17.95	10.17	15.38	15.76	28.7	18.48
peak5341	chr4	32029216	32036863	.	7648	75.16	78.33	71.79	88.11	94.09	87.55	82.62	84.35
peak5342	chr4	32069367	32072729	.	3363	40.14	40.95	51.39	43.21	56.09	57.79	53.92	53.82
peak5343	chr4	32160470	32163700	.	3231	7.69	8.9	12.24	10.17	7.24	6.13	6.96	10.44
peak5344	chr4	32452827	32459979	.	7153	65.76	57.86	56.29	55.92	65.14	53.41	56.53	64.27
peak5345	chr4	32468577	32470138	.	1562	14.52	13.35	18.76	22.03	14.48	28.89	12.18	13.66
peak5347	chr4	32780521	32786474	.	5954	53.8	67.65	84.84	67.78	58.81	74.42	67.84	80.33
peak5348	chr4	32791856	32797593	.	5738	28.18	29.37	17.95	21.18	23.52	30.64	29.57	33.74
peak5349	chr4	32876645	32878659	.	2015	13.66	13.35	8.97	18.64	10.86	12.26	13.92	12.85
peak5350	chr4	32969241	32981180	.	11940	174.23	173.58	190.89	188.93	213.52	189.11	216.56	212.08
peak5351	chr4	33114831	33117124	.	2294	24.77	27.59	20.39	16.94	16.29	21.01	14.79	26.51
peak5352	chr4	33129742	33130704	.	963	11.1	18.69	22.84	19.49	16.29	17.51	20	21.69
peak5353	chr4	33199156	33204928	.	5773	30.75	26.7	25.29	34.74	28.95	21.89	24.35	30.53
peak5354	chr4	33212079	33216843	.	4765	22.21	24.92	27.74	22.03	27.14	30.64	22.61	28.92
peak5355	chr4	33234654	33239180	.	4527	10.25	13.35	6.53	16.94	18.09	12.26	14.79	15.26
peak5358	chr4	33539707	33543522	.	3816	26.48	26.7	24.47	21.18	21.71	16.64	18.26	15.26
peak5360	chr4	33699544	33700885	.	1342	12.81	8.01	9.79	11.01	16.29	22.76	18.26	18.48
peak5361	chr4	33815838	33819539	.	3702	30.75	23.14	32.63	29.65	28.05	24.51	20	18.48
peak5363	chr4	34012907	34017953	.	5047	21.35	32.04	21.21	24.57	35.28	28.89	32.18	27.31
peak5364	chr4	34031476	34036371	.	4896	72.59	75.66	93	70.32	83.24	88.43	80.88	89.97
peak5365	chr4	34054288	34058349	.	4062	81.99	81.89	84.84	86.42	78.71	92.81	72.19	91.58
peak5366	chr4	34162025	34169496	.	7472	83.7	77.44	85.66	82.18	68.76	81.42	83.49	85.95
peak5367	chr4	34179385	34181595	.	2211	25.62	32.04	35.08	28.81	23.52	16.64	33.92	36.95
peak5368	chr4	34190710	34198119	.	7410	57.22	46.29	53.02	64.39	49.76	41.15	50.44	58.64
peak5369	chr4	34250406	34261697	.	11292	75.16	82.78	69.34	72.86	76	82.3	78.27	70.69
peak5370	chr4	34286495	34296693	.	10199	58.08	81.89	53.02	46.6	59.71	61.29	48.7	60.25
peak5371	chr4	34334821	34357185	.	22365	183.62	174.47	186	155.04	199.04	204.87	160.03	192.8
peak5372	chr4	34388493	34394572	.	6080	43.56	51.63	52.21	38.12	45.24	46.4	53.92	52.22
peak5373	chr4	34439086	34449333	.	10248	97.36	88.12	84.84	74.55	77.81	89.3	61.75	88.36
peak5374	chr4	34499916	34510060	.	10145	140.06	166.46	153.36	155.04	169.19	161.1	154.81	145.4
peak5375	chr4	34512843	34518928	.	6086	51.24	54.3	45.68	39.82	52.47	55.16	61.75	52.22
peak5376	chr4	34534757	34544155	.	9399	93.95	117.5	108.5	106.75	109.47	129.58	140.02	111.66
peak5377	chr4	34591381	34594156	.	2776	10.25	18.69	21.21	20.33	9.95	17.51	16.52	17.67
peak5378	chr4	34719063	34721021	.	1959	18.79	26.7	31.81	19.49	29.86	22.76	33.05	19.28
peak5379	chr4	34812492	34815583	.	3092	14.52	14.24	22.03	18.64	21.71	14.01	23.48	12.85
peak5381	chr4	34928849	34931148	.	2300	13.66	18.69	16.32	22.87	14.48	24.51	9.57	13.66
peak5382	chr4	35042564	35048598	.	6035	90.53	100.59	87.29	83.03	90.47	79.67	82.62	82.74
peak5383	chr4	35070335	35077648	.	7314	89.67	84.56	89.73	79.64	98.62	91.06	105.23	89.97
peak5384	chr4	35180722	35187059	.	6338	62.35	80.11	86.47	77.1	74.19	79.67	78.27	73.91
peak5385	chr4	35207031	35210938	.	3908	37.58	24.03	36.71	27.96	29.86	23.64	25.22	30.53
peak5386	chr4	35277237	35291430	.	14194	111.03	133.52	114.21	126.23	108.57	117.32	97.41	106.84
peak5388	chr4	35331775	35344705	.	12931	91.38	95.24	97.89	93.19	84.14	94.56	93.93	101.22
peak5389	chr4	35355764	35363503	.	7740	29.89	35.61	30.18	32.19	38	32.39	36.53	25.71
peak5390	chr4	35374208	36949179	.	1574972	23967.09	23831.69	23579.77	23993.04	24008.09	23766.32	23727.42	23985.44
peak5391	chr4	36953420	40013045	.	3059626	53726.33	53362.94	52950.67	54030.93	55102.97	55405.44	55105.68	55550.98
peak5392	chr4	40019350	40072912	.	53563	508.16	529.63	501.7	473.59	475.89	504.31	493.13	514.93
peak5393	chr4	40075156	40080057	.	4902	35.02	24.03	25.29	30.5	36.19	30.64	37.4	35.35
peak5394	chr4	40080539	40088091	.	7553	87.11	100.59	74.23	82.18	79.62	88.43	83.49	73.1
peak5396	chr4	40289826	40297118	.	7293	84.55	104.15	87.29	92.35	99.52	112.07	97.41	102.02
peak5397	chr4	40400197	40402231	.	2035	14.52	8.01	14.68	16.1	14.48	7.88	9.57	21.69
peak5398	chr4	40416119	40420053	.	3935	20.5	20.47	26.92	21.18	43.43	30.64	24.35	26.51
peak5399	chr4	40423682	40449739	.	26058	181.91	178.92	174.57	187.23	197.23	189.99	226.99	200.03
peak5400	chr4	40456143	40471342	.	15200	93.09	89.01	81.58	86.42	95	107.69	111.32	118.09
peak5401	chr4	40480487	40527915	.	47429	128.96	135.3	124.81	131.32	199.95	209.25	166.11	166.29
peak5402	chr4	40538040	40558964	.	20925	92.24	98.81	99.52	100.82	185.47	199.62	199.16	182.35
peak5403	chr4	40560572	40573568	.	12997	38.43	37.39	38.34	41.51	93.19	91.93	92.19	84.35
peak5404	chr4	40578424	40609681	.	31258	168.25	175.36	170.5	181.3	226.18	216.26	212.21	237.78
peak5405	chr4	40627825	40630118	.	2294	11.96	8.9	11.42	5.08	16.29	17.51	22.61	24.9
peak5406	chr4	40630806	40634811	.	4006	7.69	6.23	8.16	4.24	33.48	32.39	24.35	19.28
peak5407	chr4	40645753	40666006	.	20254	132.38	143.31	161.52	143.18	184.57	192.62	195.68	216.09
peak5408	chr4	40792250	40799184	.	6935	54.66	63.2	73.42	69.47	66.05	65.66	78.27	68.28
peak5409	chr4	40895057	40896236	.	1180	5.12	3.56	5.71	5.93	2.71	8.76	12.18	8.84
peak5413	chr4	41452550	41459815	.	7266	55.51	61.42	66.89	55.07	57	69.17	73.93	66.68
peak5417	chr4	41743388	41747284	.	3897	9.39	12.46	14.68	14.4	14.48	7	15.65	16.87
peak5418	chr4	41841679	41843253	.	1575	16.23	17.8	26.1	28.81	24.43	24.51	26.96	32.13
peak5419	chr4	41870755	41884109	.	13355	141.77	133.52	150.92	145.72	150.19	153.22	139.15	163.07
peak5420	chr4	41957048	41963665	.	6618	55.51	53.41	57.92	57.61	53.38	59.54	55.66	50.61
peak5421	chr4	42027344	42032266	.	4923	40.99	36.5	57.92	47.44	46.14	56.03	50.44	40.97
peak5422	chr4	42100787	42104749	.	3963	66.62	51.63	53.84	52.53	60.62	63.04	73.93	59.45
peak5423	chr4	42155194	42155958	.	765	5.12	8.9	5.71	6.78	5.43	6.13	6.09	11.25
peak5425	chr4	42217955	42235084	.	17130	165.68	157.55	176.21	172.83	184.57	170.73	144.37	159.06
peak5426	chr4	42239862	42243077	.	3216	5.98	7.12	4.89	4.24	5.43	6.13	4.35	4.82
peak5427	chr4	42309438	42315812	.	6375	52.95	48.96	69.34	58.46	54.28	55.16	51.31	55.43
peak5428	chr4	42379261	42384542	.	5282	45.26	39.17	57.92	43.21	60.62	67.42	51.31	65.07
peak5429	chr4	42460506	42466797	.	6292	59.78	58.75	47.31	66.93	55.19	51.66	60.88	55.43
peak5430	chr4	42492754	42494486	.	1733	15.37	16.02	17.95	14.4	19	14.88	20.87	13.66
peak5431	chr4	42530662	42536927	.	6266	50.39	44.51	48.95	65.24	58.81	41.15	45.22	50.61
peak5432	chr4	42598126	42602225	.	4100	57.22	64.09	74.23	53.37	56.09	68.29	53.05	60.25
peak5435	chr4	42817350	42819914	.	2565	24.77	21.36	25.29	27.11	31.67	24.51	24.35	18.48
peak5436	chr4	43123505	43129459	.	5955	79.43	73.88	75.05	70.32	63.33	66.54	80.01	65.87
peak5437	chr4	43297793	43302046	.	4254	60.64	47.18	55.47	55.07	60.62	70.04	68.71	71.5
peak5438	chr4	43336202	43337195	.	994	11.1	18.69	16.32	26.26	14.48	19.26	19.13	20.89
peak5439	chr4	43462913	43464236	.	1324	5.98	3.56	5.71	8.47	5.43	13.13	10.44	8.03
peak5440	chr4	43485247	43493169	.	7923	8.54	11.57	11.42	11.01	20.81	11.38	14.79	20.89
peak5441	chr4	43622955	43627506	.	4552	111.88	125.51	113.39	122	144.76	152.34	135.67	148.61
peak5442	chr4	43649000	43650721	.	1722	9.39	9.79	7.34	5.93	7.24	11.38	9.57	4.82
peak5443	chr4	43749525	43756036	.	6512	66.62	80.11	74.23	83.03	77.81	86.68	71.32	76.32
peak5444	chr4	43786160	43792553	.	6394	65.76	70.32	84.02	92.35	76.9	73.54	71.32	70.69
peak5445	chr4	43802508	43806376	.	3869	24.77	33.83	45.68	42.36	43.43	49.03	60.88	53.02
peak5446	chr4	43812486	43818357	.	5872	71.74	80.11	74.23	81.33	67.86	76.17	81.75	78.73
peak5447	chr4	43842445	43846120	.	3676	56.37	65.87	76.68	79.64	87.76	77.05	78.27	71.5
peak5448	chr4	43868342	43869619	.	1278	17.93	12.46	17.13	16.1	17.19	18.39	14.79	17.67
peak5449	chr4	43998474	44000358	.	1885	19.64	15.13	13.05	14.4	28.05	15.76	22.61	23.3
peak5450	chr4	44063400	44065825	.	2426	13.66	12.46	8.97	7.62	11.76	13.13	13.92	12.85
peak5451	chr4	44352145	44358437	.	6293	82.84	63.2	67.71	70.32	72.38	62.16	73.93	69.09
peak5452	chr4	44473899	44480646	.	6748	85.4	84.56	70.97	72.86	79.62	84.93	58.27	83.54
peak5454	chr4	44738501	44739888	.	1388	36.72	45.4	28.55	44.06	30.76	37.65	40.01	38.56
peak5455	chr4	44868196	44871157	.	2962	22.21	21.36	14.68	15.25	17.19	17.51	13.05	19.28
peak5456	chr4	45290211	45296376	.	6166	52.95	53.41	45.68	39.82	41.62	39.4	51.31	48.2
peak5457	chr4	45303310	45306263	.	2954	11.1	10.68	11.42	13.56	7.24	11.38	7.83	5.62
peak5459	chr4	45665159	45671356	.	6198	43.56	45.4	36.71	46.6	64.24	42.03	57.4	51.41
peak5460	chr4	45837060	45841713	.	4654	63.2	64.09	64.45	59.3	77.81	68.29	67.84	73.1
peak5461	chr4	45874543	45876361	.	1819	17.08	11.57	20.39	11.86	19	17.51	20.87	17.67
peak5462	chr4	46206466	46208304	.	1839	14.52	7.12	11.42	9.32	15.38	12.26	13.05	19.28
