peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K4me3_Rep1_S1	Naive_P14_Day30_H3K4me3_Rep2_S2	Naive_P14_Day30_H3K4me3_Rep3_S3	Naive_P14_Day30_H3K4me3_Rep4_S4	Naive_P14_Day32_H3K4me3_Rep1_S9	Naive_P14_Day32_H3K4me3_Rep2_S10	Naive_P14_Day32_H3K4me3_Rep3_S11	Naive_P14_Day32_H3K4me3_Rep4_S12	Arm_P14_Day30_H3K4me3_Rep1_S5
peak12090	chr4	133878584	133880209	.	1626	197.8	188.76	230.38	195.35	178.01	180.14	165.3	192.38	117.89
peak12091	chr4	133885446	133888837	.	3392	496.58	502.61	473.21	508.79	603.17	561.86	570.07	556.54	459.57
peak12092	chr4	133906362	133908168	.	1807	201.96	205.82	197.69	218.52	162.46	167.42	155.47	144.29	121.89
peak12093	chr4	133909933	133911567	.	1635	295.66	282.01	280.19	300.2	326.64	322.79	316.31	338.2	322.7
peak12094	chr4	133928300	133929918	.	1619	160.32	171.71	165	169.96	151.22	161.39	130.45	147.34	83.92
peak12096	chr4	133966385	133969149	.	2765	311.27	320.67	303.54	314.54	410.47	400.47	408.34	376.37	339.68
peak12097	chr4	133999911	134001594	.	1684	388.31	441.2	382.93	385.18	419.11	425.25	447.66	434.39	401.63
peak12098	chr4	134016095	134018852	.	2758	114.51	131.91	129.2	122.51	72.59	68.31	81.31	69.47	124.88
peak12100	chr4	134041160	134043570	.	2411	467.43	493.51	466.99	493.34	398.37	406.5	378.85	406.9	563.48
peak12101	chr4	134047045	134048631	.	1587	67.67	73.91	42.03	68.43	36.29	28.8	38.42	35.88	253.76
peak12102	chr4	134051931	134053482	.	1552	182.18	163.75	168.11	197.55	120.98	132.6	125.09	142.76	222.79
peak12103	chr4	134056934	134059603	.	2670	445.56	477.59	426.51	463.54	472.68	473.46	510.2	481.72	530.51
peak12104	chr4	134061118	134062815	.	1698	176.98	180.8	141.65	161.13	166.78	170.1	138.5	175.59	263.75
peak12105	chr4	134081309	134083058	.	1750	261.3	284.28	236.61	272.6	280.84	295.33	257.34	275.6	251.77
peak12106	chr4	134091107	134095770	.	4664	861.98	767.56	770.53	849.82	1213.25	1232.88	1225.02	1231.4	735.32
peak12107	chr4	134096689	134097832	.	1144	176.98	176.25	213.26	197.55	181.47	187.51	167.98	174.82	237.78
peak12108	chr4	134098156	134099345	.	1190	179.06	180.8	133.87	147.89	134.81	166.08	142.96	147.34	234.78
peak12109	chr4	134102112	134103554	.	1443	198.84	192.17	160.33	167.76	181.47	184.16	201.94	195.44	194.82
peak12110	chr4	134105636	134107226	.	1591	89.53	83.01	65.38	72.84	57.9	60.27	59.87	56.49	150.86
peak12111	chr4	134116610	134119172	.	2563	499.7	493.51	535.48	514.3	453.67	488.87	458.38	444.31	453.58
peak12112	chr4	134121175	134122438	.	1264	307.11	316.12	323.78	307.92	353.43	312.07	312.73	335.91	222.79
peak12113	chr4	134123950	134124748	.	799	89.53	97.79	82.5	113.68	108.88	111.17	109.01	101.54	86.92
peak12114	chr4	134127538	134130188	.	2651	533.01	536.72	521.47	544.1	763.9	761.42	744.31	743.57	552.49
peak12115	chr4	134136596	134138015	.	1420	17.7	18.19	29.58	12.14	14.69	10.05	17.87	15.27	42.96
peak12117	chr4	134160304	134165623	.	5320	130.13	146.69	160.33	140.16	133.08	145.99	155.47	140.47	206.81
peak12118	chr4	134185520	134187838	.	2319	427.87	477.59	471.66	449.19	521.07	531.06	521.82	538.21	516.52
peak12119	chr4	134244386	134246185	.	1800	206.13	219.46	175.9	181	231.59	186.17	211.77	205.36	185.83
peak12120	chr4	134250582	134252344	.	1763	130.13	144.41	163.45	140.16	113.2	105.81	102.76	98.48	97.91
peak12122	chr4	134272358	134274350	.	1993	323.76	325.22	351.8	289.16	286.03	302.69	278.78	301.55	386.64
peak12123	chr4	134285778	134288928	.	3151	483.04	536.72	459.2	458.02	618.72	616.1	604.92	634.4	490.54
peak12124	chr4	134342112	134344116	.	2005	171.77	176.25	136.98	130.23	71.72	100.45	114.37	95.43	56.95
peak12126	chr4	134361096	134363948	.	2853	182.18	187.63	166.56	172.17	134.81	135.94	143.86	148.1	171.84
peak12127	chr4	134365021	134366023	.	1003	44.76	50.03	38.92	59.6	38.89	46.21	40.21	39.7	28.97
peak12128	chr4	134370508	134373182	.	2675	445.56	458.26	406.28	464.64	427.75	411.85	413.7	435.15	348.68
peak12129	chr4	134395594	134396968	.	1375	211.33	239.93	247.5	243.91	257.51	244.43	242.15	213.76	245.77
peak12130	chr4	134400922	134403232	.	2311	136.38	161.47	115.19	165.55	98.51	94.42	81.31	108.41	60.94
peak12134	chr4	134466951	134470070	.	3120	542.38	570.83	586.85	567.28	666.25	683.07	637.08	699.3	601.44
peak12136	chr4	134489041	134490448	.	1408	54.13	67.09	76.27	73.95	47.53	50.9	41.1	45.81	32.97
peak12137	chr4	134494652	134498686	.	4035	932.77	965.42	825.01	974.53	1093.13	1095.59	1049.89	1097.8	880.18
peak12138	chr4	134510410	134513685	.	3276	247.77	216.05	185.24	218.52	181.47	185.5	159.94	167.19	297.72
peak12140	chr4	134533661	134536462	.	2802	586.1	626.55	631.99	643.43	791.55	755.4	786.3	754.26	687.36
peak12141	chr4	134547001	134548416	.	1416	61.42	57.99	84.06	66.22	42.34	53.57	56.29	49.62	165.85
peak12142	chr4	134551418	134553578	.	2161	94.73	108.03	94.95	114.78	62.22	60.27	67.91	62.6	117.89
peak12144	chr4	134601018	134602597	.	1580	157.2	193.31	177.45	173.27	148.63	152.02	137.6	164.9	45.96
peak12145	chr4	134641438	134643107	.	1670	231.11	259.26	225.71	232.87	207.39	220.99	218.02	198.49	70.93
peak12146	chr4	134652158	134655476	.	3319	199.88	175.12	189.91	203.07	143.45	145.99	125.99	132.84	139.87
peak12147	chr4	134671344	134672969	.	1626	129.09	150.1	132.31	152.3	89.01	96.43	89.35	98.48	67.94
peak12148	chr4	134682132	134683774	.	1643	164.48	184.21	197.69	177.69	146.9	164.74	144.75	150.39	163.85
peak12150	chr4	134701898	134705357	.	3460	311.27	344.55	347.13	305.71	371.58	371.67	371.71	361.1	341.68
peak12152	chr4	134733918	134735707	.	1790	395.59	391.17	351.8	385.18	370.71	381.72	400.3	416.07	493.54
peak12153	chr4	134735971	134738734	.	2764	311.27	303.61	256.84	315.65	245.41	269.21	277.89	294.68	226.79
peak12154	chr4	134744408	134746639	.	2232	26.03	22.74	23.35	20.97	18.15	12.72	21.44	14.51	77.93
peak12155	chr4	134749134	134751225	.	2092	426.83	412.78	358.02	443.67	464.91	491.54	453.91	484.01	277.74
peak12156	chr4	134751977	134752397	.	421	66.63	54.58	60.71	60.7	40.61	48.22	40.21	38.93	28.97
peak12157	chr4	134753784	134754945	.	1162	199.88	175.12	177.45	171.07	139.13	150.68	146.54	161.85	80.92
peak12158	chr4	134755843	134757749	.	1907	99.94	137.59	108.96	132.44	99.38	95.09	97.39	87.03	106.9
peak12159	chr4	134763463	134764794	.	1332	244.64	275.18	258.4	304.61	229	223	241.25	235.13	76.93
peak12160	chr4	134765389	134768872	.	3484	833.87	782.34	764.3	812.29	1021.41	977.06	944.46	954.28	604.44
peak12162	chr4	134786566	134787644	.	1079	52.05	54.58	31.13	58.49	37.16	48.22	37.53	38.93	61.94
peak12163	chr4	134795773	134797655	.	1883	200.92	206.96	227.27	228.46	157.27	168.76	170.66	178.64	175.84
peak12164	chr4	134851208	134855073	.	3866	577.78	640.2	572.84	555.14	759.58	691.11	678.18	678.68	616.43
peak12165	chr4	134879071	134880652	.	1582	79.12	79.6	90.28	67.32	74.32	54.91	61.65	55.73	85.92
peak12166	chr4	134913194	134915542	.	2349	570.49	539	549.49	608.12	734.52	721.91	713.03	738.99	539.5
peak12167	chr4	134917982	134918974	.	993	204.04	251.3	210.14	231.77	249.74	229.7	258.23	234.37	251.77
peak12168	chr4	134919570	134920739	.	1170	211.33	200.13	183.68	226.25	241.96	202.91	207.3	181.69	217.8
peak12169	chr4	134922330	134926522	.	4193	577.78	625.42	678.69	610.32	755.26	770.8	700.52	726.78	562.48
peak12170	chr4	134929955	134932184	.	2230	424.74	449.16	412.5	444.77	560.82	498.91	510.2	487.06	461.57
peak12171	chr4	134945877	134946933	.	1057	60.38	56.86	52.93	50.77	53.58	48.89	46.46	38.17	55.95
peak12172	chr4	134962350	134963819	.	1470	60.38	48.9	45.14	57.39	55.3	44.2	41.1	37.41	67.94
peak12174	chr4	135018014	135019794	.	1781	43.72	30.7	37.36	35.32	20.74	22.77	26.81	23.67	47.96
peak12175	chr4	135024043	135026425	.	2383	32.27	32.98	59.15	51.87	28.52	20.76	28.59	16.8	43.96
peak12176	chr4	135043029	135047414	.	4386	82.24	64.82	85.61	80.57	41.48	36.16	50.93	43.52	207.81
peak12177	chr4	135053252	135054724	.	1473	21.86	29.57	28.02	46.35	12.96	11.38	13.4	17.56	81.92
peak12178	chr4	135066467	135068579	.	2113	72.87	79.6	87.17	101.54	70	87.73	67.91	80.16	138.87
peak12179	chr4	135072370	135075233	.	2864	203	219.46	205.47	204.18	125.3	148	119.73	140.47	235.78
peak12180	chr4	135076797	135078629	.	1833	162.4	136.45	119.86	147.89	104.56	107.82	109.9	95.43	343.68
peak12181	chr4	135079496	135081376	.	1881	221.74	239.93	233.49	232.87	222.08	221.66	201.04	216.05	291.73
peak12182	chr4	135082916	135083768	.	853	77.04	85.28	79.39	81.67	53.58	54.91	50.93	60.31	38.96
peak12183	chr4	135096361	135100086	.	3726	402.88	380.94	356.47	441.46	339.61	357.61	337.75	392.4	374.65
peak12184	chr4	135102530	135104277	.	1748	254.01	260.4	235.05	253.84	185.79	201.57	174.24	169.48	422.61
peak12185	chr4	135108246	135109469	.	1224	96.82	103.48	110.52	97.12	89.87	73.66	75.95	79.4	137.87
peak12186	chr4	135114233	135116059	.	1827	234.23	260.4	261.51	283.64	216.03	219.65	198.36	219.87	112.89
peak12187	chr4	135119657	135125252	.	5596	1842.64	1755.72	1586.2	1760.34	2385.88	2423.57	2324.95	2513.95	1783.34
peak12188	chr4	135128148	135129723	.	1576	270.67	277.46	253.73	272.6	267.02	272.56	235	272.54	180.83
peak12189	chr4	135135710	135137473	.	1764	123.88	150.1	136.98	151.2	105.42	98.44	98.29	92.37	56.95
peak12190	chr4	135139929	135142127	.	2199	209.25	202.41	207.03	193.14	127.89	145.99	132.24	148.1	115.89
peak12191	chr4	135148672	135150882	.	2211	378.94	352.51	317.55	388.49	275.66	310.06	297.54	274.07	352.67
peak12192	chr4	135151637	135152562	.	926	125.97	139.87	149.44	146.79	146.04	143.98	159.94	157.27	152.86
peak12193	chr4	135152789	135156527	.	3739	561.12	527.62	552.6	499.96	659.34	662.31	624.57	667.23	602.44
peak12194	chr4	135157215	135157759	.	545	64.54	54.58	56.04	54.08	48.39	57.59	43.78	42.75	90.92
peak12195	chr4	135159386	135160345	.	960	28.11	23.88	15.57	27.59	14.69	16.74	13.4	16.8	100.91
peak12196	chr4	135167795	135169955	.	2161	22.9	13.65	18.68	16.55	12.1	12.72	15.19	15.27	237.78
peak12197	chr4	135177048	135179816	.	2769	68.71	68.23	66.93	69.53	48.39	46.88	44.68	64.13	141.87
peak12198	chr4	135197382	135198824	.	1443	104.1	103.48	94.95	124.71	69.13	69.65	64.33	67.18	175.84
peak12199	chr4	135202885	135204318	.	1434	219.66	264.95	214.81	217.42	251.46	247.78	223.38	261.85	247.77
peak12200	chr4	135205471	135207103	.	1633	217.58	217.19	188.35	215.21	208.26	212.96	182.28	203.07	242.77
peak12203	chr4	135235636	135237258	.	1623	24.98	32.98	40.47	23.18	10.37	19.42	16.98	7.63	99.91
peak12204	chr4	135238706	135239727	.	1022	6.25	12.51	24.91	12.14	7.78	4.69	15.19	7.63	42.96
peak12205	chr4	135239976	135243321	.	3346	116.6	114.85	94.95	89.4	49.26	67.64	56.29	57.26	264.75
peak12206	chr4	135247889	135249161	.	1273	138.46	118.26	141.65	155.62	93.33	103.8	86.67	93.14	100.91
peak12208	chr4	135269264	135273740	.	4477	1070.19	1071.17	1056.94	1114.7	1173.5	1159.88	1110.65	1153.53	1256.83
peak12209	chr4	135285234	135286683	.	1450	13.53	11.37	20.24	11.04	11.23	10.71	5.36	6.11	71.93
peak12211	chr4	135291991	135293249	.	1259	88.49	93.24	87.17	103.74	70	73.66	75.06	87.79	138.87
peak12212	chr4	135312867	135314976	.	2110	326.89	328.63	322.22	364.21	273.07	281.93	257.34	248.88	412.62
peak12213	chr4	135351265	135354560	.	3296	551.75	583.34	583.73	581.63	689.58	731.29	700.52	738.23	580.46
peak12216	chr4	135405662	135407468	.	1807	46.85	44.35	34.25	50.77	32.84	30.14	32.17	32.06	52.95
peak12217	chr4	135415702	135417182	.	1481	113.47	121.67	113.63	102.64	82.96	89.07	92.03	97.72	31.97
peak12218	chr4	135426433	135428618	.	2186	132.21	164.88	144.77	139.06	75.18	84.38	95.61	83.21	19.98
peak12219	chr4	135433085	135434963	.	1879	221.74	226.29	236.61	229.56	241.09	271.89	262.7	280.94	257.76
peak12220	chr4	135438834	135440761	.	1928	173.85	155.79	172.78	166.65	146.04	150.68	125.09	151.16	223.79
peak12221	chr4	135474533	135476679	.	2147	35.4	28.43	40.47	36.42	19.88	16.74	16.98	11.45	184.83
peak12222	chr4	135492607	135495623	.	3017	594.43	652.71	638.21	647.85	853.77	807.63	742.52	858.85	671.37
peak12223	chr4	135507169	135508825	.	1657	58.3	54.58	94.95	50.77	28.52	36.83	63.44	41.99	55.95
peak12224	chr4	135520103	135521921	.	1819	120.76	136.45	136.98	136.85	95.06	99.78	80.42	90.08	87.92
peak12225	chr4	135544302	135546020	.	1719	267.55	264.95	272.41	289.16	224.68	251.13	224.27	251.93	225.79
peak12226	chr4	135567749	135568476	.	728	73.91	79.6	121.42	66.22	34.57	51.57	62.55	43.52	87.92
peak12227	chr4	135569176	135573827	.	4652	885.92	909.7	848.36	876.3	773.4	703.16	718.39	680.21	673.37
peak12230	chr4	135617762	135618917	.	1156	74.95	80.74	113.63	87.19	55.3	63.62	50.93	65.65	127.88
peak12231	chr4	135652169	135653476	.	1308	43.72	43.21	37.36	33.11	25.06	21.43	28.59	23.67	57.95
peak12233	chr4	135663942	135665449	.	1508	166.57	189.9	216.37	190.93	152.09	155.37	145.64	167.95	107.9
peak12234	chr4	135684906	135687604	.	2699	328.97	391.17	379.82	352.07	240.23	240.41	268.95	255.75	353.67
peak12235	chr4	135708952	135710332	.	1381	73.91	85.28	49.81	79.46	56.17	59.6	72.38	58.78	46.96
peak12237	chr4	135762013	135763406	.	1394	96.82	98.93	80.94	114.78	58.76	75	58.97	55.73	54.95
peak12238	chr4	135855063	135859206	.	4144	652.73	656.12	728.5	666.61	710.32	715.89	674.61	710.75	674.37
peak12239	chr4	135870345	135874665	.	4321	1094.13	1022.27	1112.98	1083.79	1261.64	1331.99	1292.04	1266.52	1043.03
peak12240	chr4	135876200	135877405	.	1206	330.01	324.08	281.75	294.68	311.95	329.48	307.37	345.83	360.66
peak12241	chr4	135883142	135885152	.	2011	155.11	164.88	149.44	169.96	143.45	143.98	153.69	129.02	38.96
peak12243	chr4	135894799	135897931	.	3133	859.9	823.28	821.9	899.48	1122.51	1157.2	1076.7	1106.96	160.85
peak12244	chr4	135898123	135899270	.	1148	208.21	210.37	189.91	165.55	155.54	199.56	161.73	193.91	102.9
peak12245	chr4	135904368	135905706	.	1339	161.36	148.96	127.64	165.55	133.08	129.92	125.99	132.84	79.93
peak12246	chr4	135906257	135907253	.	997	59.34	55.72	43.59	45.25	41.48	52.23	32.17	38.93	39.96
peak12247	chr4	135910714	135912369	.	1656	144.7	135.32	126.09	154.51	92.46	121.88	109.9	104.59	30.97
peak12248	chr4	135919949	135922496	.	2548	566.33	561.74	533.92	548.52	674.89	667	712.14	677.92	553.48
peak12249	chr4	135945847	135948079	.	2233	283.16	300.2	267.74	282.54	436.39	382.39	402.09	388.58	266.75
peak12250	chr4	135962657	135965218	.	2562	492.41	531.04	490.34	474.57	572.92	575.25	644.23	582.49	485.55
peak12251	chr4	135971380	135974169	.	2790	373.73	462.81	424.96	452.5	529.72	521.68	502.16	515.31	614.43
peak12252	chr4	135985624	135988159	.	2536	368.53	404.82	334.67	344.34	410.47	399.13	410.13	401.56	402.63
peak12253	chr4	136006411	136007688	.	1278	19.78	15.92	18.68	19.87	16.42	10.71	6.25	5.34	58.95
peak12254	chr4	136015163	136016934	.	1772	40.6	36.39	42.03	50.77	26.79	30.14	27.7	26.72	227.79
peak12255	chr4	136020070	136022469	.	2400	423.7	380.94	386.04	387.38	420.83	444.67	392.26	426.75	441.59
peak12256	chr4	136027635	136029531	.	1897	350.83	359.33	340.9	354.27	286.89	324.12	322.56	309.95	489.54
peak12257	chr4	136030729	136032358	.	1630	40.6	43.21	40.47	47.46	32.84	30.81	30.38	25.19	274.74
peak12258	chr4	136051380	136053951	.	2572	288.37	279.73	272.41	272.6	411.33	373.68	438.72	381.71	306.71
peak12259	chr4	136069966	136072039	.	2074	119.72	106.89	91.84	112.57	104.56	115.85	109.01	111.46	49.95
peak12260	chr4	136080858	136083420	.	2563	527.81	510.57	474.77	533.07	534.9	563.87	515.56	522.18	180.83
peak12261	chr4	136088137	136090452	.	2316	282.12	322.94	315.99	312.34	301.58	231.04	231.42	258.8	292.73
peak12262	chr4	136095592	136096601	.	1010	66.63	94.38	77.83	89.4	50.98	68.31	65.23	56.49	31.97
peak12263	chr4	136099771	136101513	.	1743	240.48	261.54	236.61	253.84	205.66	208.27	176.92	185.51	178.83
peak12265	chr4	136127012	136128454	.	1443	94.73	129.63	141.65	118.09	99.38	87.06	78.63	72.53	21.98
peak12266	chr4	136133290	136135783	.	2494	239.44	243.34	224.15	243.91	195.29	204.25	218.91	185.51	58.95
peak12267	chr4	136143212	136145893	.	2682	588.19	581.07	594.63	654.47	877.96	880.63	926.58	889.39	594.45
peak12268	chr4	136146819	136148148	.	1330	136.38	178.53	158.78	143.48	184.93	185.5	181.39	169.48	128.88
peak12270	chr4	136171586	136174010	.	2425	438.28	382.07	368.92	405.04	491.69	484.18	478.04	464.92	426.6
peak12271	chr4	136174719	136175341	.	623	41.64	35.25	35.8	41.94	26.79	42.19	22.34	29.77	101.91
peak12272	chr4	136177097	136182026	.	4930	517.4	529.9	474.77	516.51	499.47	468.11	455.7	489.35	935.13
peak12273	chr4	136185090	136185948	.	859	12.49	7.96	14.01	7.73	11.23	7.37	11.62	6.87	87.92
peak12274	chr4	136189345	136190993	.	1649	169.69	171.71	147.88	145.68	123.57	150.01	117.95	132.84	209.8
peak12275	chr4	136195134	136196944	.	1811	100.98	93.24	76.27	82.77	70.86	71.66	60.76	81.69	80.92
peak12276	chr4	136205701	136208172	.	2472	295.66	300.2	291.09	296.88	301.58	309.39	254.65	304.61	301.72
peak12278	chr4	136246408	136249979	.	3572	373.73	336.59	350.24	342.13	233.32	255.82	242.15	231.32	142.87
peak12279	chr4	136265928	136267529	.	1602	109.31	141	116.75	132.44	86.41	96.43	91.14	77.11	118.89
peak12280	chr4	136284733	136287105	.	2373	578.82	608.36	569.72	571.7	731.92	731.29	708.56	751.21	586.45
peak12281	chr4	136309608	136313909	.	4302	1210.73	1166.69	1179.92	1135.66	1384.35	1327.97	1353.69	1317.67	1129.95
peak12282	chr4	136424049	136425977	.	1929	97.86	109.16	91.84	97.12	51.85	61.61	74.16	63.36	77.93
peak12284	chr4	136461678	136464484	.	2807	274.83	299.06	328.45	273.71	271.34	256.49	279.67	284.76	223.79
peak12285	chr4	136469137	136472806	.	3670	391.43	417.32	435.85	414.98	401.82	431.27	420.85	401.56	416.61
peak12287	chr4	136497868	136499247	.	1380	40.6	52.31	43.59	57.39	38.89	32.14	37.53	23.67	45.96
peak12292	chr4	136597992	136598630	.	639	43.72	52.31	65.38	51.87	23.33	31.47	22.34	29.77	47.96
peak12293	chr4	136600573	136603304	.	2732	425.78	372.98	400.05	419.39	407.01	444	450.34	422.94	382.64
peak12294	chr4	136626164	136627748	.	1585	181.14	201.27	185.24	174.38	152.09	144.65	153.69	163.37	146.86
peak12295	chr4	136636864	136639205	.	2342	92.65	96.66	104.29	90.5	68.27	60.27	69.69	65.65	23.98
peak12297	chr4	136711724	136713032	.	1309	125.97	125.08	115.19	130.23	61.35	75	88.46	64.89	37.96
peak12298	chr4	136801137	136803205	.	2069	111.39	109.16	118.3	109.26	46.66	69.65	67.01	57.26	35.97
peak12299	chr4	136815502	136817428	.	1927	90.57	89.83	107.41	73.95	66.54	63.62	57.19	61.84	14.99
peak12300	chr4	136834237	136836933	.	2697	486.17	496.92	465.43	485.61	504.66	493.55	507.52	526	75.93
peak12301	chr4	137047180	137049306	.	2127	385.18	377.52	387.6	331.1	456.26	435.96	461.95	435.91	437.59
peak12303	chr4	137068013	137069326	.	1314	61.42	37.53	45.14	43.04	25.92	36.16	31.27	28.25	53.95
peak12305	chr4	137164395	137166377	.	1983	114.51	97.79	124.53	124.71	72.59	75	71.48	76.34	89.92
peak12308	chr4	137321900	137324805	.	2906	194.67	199	216.37	205.28	123.57	118.53	118.84	109.17	88.92
peak12309	chr4	137336112	137338292	.	2181	170.73	172.84	172.78	183.21	110.61	101.79	90.25	87.03	179.83
peak12310	chr4	137340559	137342362	.	1804	201.96	226.29	202.36	226.25	117.52	134.61	150.11	132.84	270.75
peak12311	chr4	137344766	137346921	.	2156	374.77	365.02	421.84	389.59	263.56	298.68	283.25	273.31	393.63
peak12312	chr4	137352781	137357059	.	4279	1197.19	1237.19	1237.51	1214.02	1174.36	1176.63	1081.16	1121.47	1187.89
peak12313	chr4	137357531	137358829	.	1299	340.42	368.43	348.68	357.59	389.73	351.58	358.3	399.27	313.71
peak12314	chr4	137367041	137369163	.	2123	542.38	528.76	493.45	545.21	526.26	583.29	517.35	560.35	650.39
peak12315	chr4	137373309	137374579	.	1271	67.67	60.27	57.59	72.84	48.39	50.9	47.36	43.52	20.98
peak12316	chr4	137380856	137383978	.	3123	137.42	120.53	147.88	135.75	114.93	81.03	97.39	113.75	229.79
peak12317	chr4	137386948	137389518	.	2571	624.62	608.36	613.31	610.32	857.22	865.89	817.57	851.98	668.38
peak12318	chr4	137467416	137470182	.	2767	207.17	189.9	225.71	198.66	148.63	147.33	134.03	141.23	198.81
peak12320	chr4	137593452	137597197	.	3746	702.7	665.22	580.62	683.16	788.09	841.79	816.68	794.72	865.19
peak12321	chr4	137598966	137600173	.	1208	67.67	65.95	71.6	70.63	48.39	51.57	25.91	45.04	291.73
peak12322	chr4	137602716	137604609	.	1894	190.51	193.31	165	201.97	134.81	155.37	127.77	143.52	485.55
peak12323	chr4	137608995	137610504	.	1510	67.67	76.19	73.16	82.77	51.85	55.58	53.61	64.89	148.86
peak12324	chr4	137641119	137643358	.	2240	188.43	225.15	221.04	215.21	127.89	127.24	157.26	114.51	186.83
peak12325	chr4	137663669	137665525	.	1857	212.37	201.27	200.8	221.84	127.89	133.27	148.33	119.86	192.82
peak12326	chr4	137705697	137708661	.	2965	76	81.87	82.5	70.63	40.61	34.15	42.89	37.41	68.94
peak12327	chr4	137722643	137724919	.	2277	93.69	73.91	90.28	75.05	25.92	36.83	47.36	32.83	85.92
peak12328	chr4	137762335	137763897	.	1563	103.06	109.16	121.42	133.54	83.82	97.1	77.74	96.19	32.97
peak12329	chr4	137794838	137797856	.	3019	149.91	144.41	168.11	166.65	104.56	99.11	96.5	89.32	92.91
peak12332	chr4	137853385	137856769	.	3385	128.05	139.87	110.52	114.78	79.5	75	88.46	89.32	243.77
peak12333	chr4	137861237	137863659	.	2423	513.23	509.43	470.1	497.75	702.54	666.33	621.89	716.09	555.48
peak12334	chr4	137865863	137866841	.	979	84.32	83.01	62.26	79.46	80.36	50.23	62.55	57.26	127.88
peak12335	chr4	137874589	137876100	.	1512	41.64	31.84	40.47	40.84	14.69	16.74	25.02	17.56	64.94
peak12336	chr4	137882534	137884366	.	1833	206.13	196.72	207.03	204.18	197.02	181.48	216.23	184.75	124.88
peak12337	chr4	137898112	137899673	.	1562	80.16	72.78	82.5	84.98	65.67	47.55	56.29	41.99	19.98
