peakN	Chr	Start	End	Strand	Length	Naive_P14_Day30_H3K27me3_Rep1_S5	Naive_P14_Day30_H3K27me3_Rep2_S6	Naive_P14_Day30_H3K27me3_Rep3_S3	Naive_P14_Day30_H3K27me3_Rep4_S4	Naive_P14_Day32_H3K27me3_Rep1_S9	Naive_P14_Day32_H3K27me3_Rep2_S10	Naive_P14_Day32_H3K27me3_Rep3_S11	Naive_P14_Day32_H3K27me3_Rep4_S12
peak1012	chr1	90450461	90459128	.	8668	80.78	82.8	77.04	90.51	77.31	44.91	83.38	66.97
peak1013	chr1	90487216	90495093	.	7878	83.44	80.26	95.38	100.99	65.63	83.25	83.38	80.36
peak1014	chr1	90512664	90530272	.	17609	174.87	187.56	176.08	181.78	160.02	162.12	187.88	125.69
peak1015	chr1	90530947	90554581	.	23635	308.9	277.11	311.81	312.68	237.33	262.9	293.43	259.62
peak1016	chr1	90560010	90603694	.	43685	1451.3	1420.19	1393.07	1460.19	1442.88	1395.56	1419.64	1416.58
peak1017	chr1	90619025	90679708	.	60684	1082.93	1078.03	1106.02	1089.15	1010.46	1045.03	1037.55	1000.36
peak1018	chr1	90689411	90738632	.	49222	955.99	985.09	976.71	979.94	922.36	896.05	882.39	848.92
peak1019	chr1	90741627	91049651	.	308025	7755.36	7634.04	7643.09	7597.15	7810.42	8027.23	7633.32	7633.03
peak1020	chr1	91131313	91188337	.	57025	476.67	457.91	454.88	482.49	404.55	403.11	408.48	384.28
peak1021	chr1	91202651	91220137	.	17487	31.07	27.88	29.35	32.17	26.97	20.81	32.72	30.91
peak1022	chr1	91228131	91250281	.	22151	339.08	402.15	401.69	357.57	357.8	322.05	298.7	317.31
peak1023	chr1	91322084	91368859	.	46776	576.08	506.91	562.18	554.3	584.34	580.57	582.63	586.2
peak1024	chr1	91398809	91421164	.	22356	134.03	135.18	166.91	147.37	123.16	142.4	161.49	143.2
peak1025	chr1	91451226	91495804	.	44579	773.14	805.98	902.42	833.32	896.29	930.01	878.17	820.07
peak1026	chr1	91533951	91540928	.	6978	91.43	97.16	75.2	100.24	80.01	90.92	72.83	91.69
peak1027	chr1	91561003	91609729	.	48727	1031.44	1133.79	1057.41	1091.4	1047.32	1041.74	1024.88	1054.96
peak1028	chr1	91619353	91632900	.	13548	81.66	91.24	87.12	102.48	81.81	87.63	90.77	74.18
peak1029	chr1	91642260	91664168	.	21909	304.46	264.44	298.97	300.71	271.49	277.14	275.48	260.65
peak1030	chr1	91671836	91680637	.	8802	71.01	81.11	96.3	77.05	81.81	81.06	82.33	75.21
peak1031	chr1	91699003	91717101	.	18099	454.47	453.68	431.04	430.87	408.14	438.17	416.92	415.19
peak1032	chr1	91720897	91749847	.	28951	1206.31	1130.41	1139.95	1150.49	1248.7	1226.87	1177.93	1129.14
peak1033	chr1	91752792	91779673	.	26882	1856.07	1862.04	1802.1	1849.92	2201.62	2216.03	2007.55	2029.57
peak1034	chr1	91782690	91788734	.	6045	217.47	272.04	233.86	213.19	227.44	250.85	239.6	214.29
peak1035	chr1	91795095	91920991	.	125897	4556.29	4420.24	4484.61	4543.63	4855.44	4692.78	4660	4658.73
peak1036	chr1	92064109	92069622	.	5514	9.76	7.6	10.09	5.24	9.89	10.95	11.61	13.39
peak1037	chr1	92071900	92089148	.	17249	15.09	16.05	18.34	20.95	14.38	12.05	25.33	21.63
peak1038	chr1	92175246	92255191	.	79946	450.92	481.56	466.8	460.8	391.06	446.93	443.31	426.52
peak1039	chr1	92266487	92348181	.	81695	594.72	615.05	595.2	621.63	558.27	575.1	552.02	534.69
peak1040	chr1	92349634	92412463	.	62830	893.86	872.73	855.65	864.74	770.43	857.71	812.73	792.25
peak1041	chr1	92416219	92436478	.	20260	353.28	319.35	326.49	326.9	338.02	315.48	358.87	325.55
peak1042	chr1	92473326	92488999	.	15674	1160.15	1123.65	1114.27	1125.06	1283.76	1263.02	1207.48	1190.95
peak1043	chr1	92490235	92526013	.	35779	2158.75	2228.71	2196.45	2093.78	2366.14	2267.52	2169.04	2247.98
peak1044	chr1	92529533	92550652	.	21120	1629.72	1553.67	1568.24	1493.85	1834.84	1774.58	1634.96	1710.19
peak1045	chr1	92555122	92594533	.	39412	2189.82	2122.26	2118.49	2043.66	2207.02	2127.3	2048.71	2106.83
peak1046	chr1	92597216	92633194	.	35979	2994.92	3016.11	3129.14	3058.76	3448.52	3612.69	3067.26	3196.83
peak1047	chr1	92643582	92812695	.	169114	3963.34	3860.95	3797.7	3787.36	3702.04	3722.23	3690	3594.5
peak1048	chr1	92816797	92852756	.	35960	1145.95	1093.23	1093.18	1073.45	1325.11	1416.38	1291.92	1233.19
peak1049	chr1	92860644	92904945	.	44302	1264.9	1181.1	1225.24	1210.34	1318.82	1186.34	1187.43	1198.17
peak1050	chr1	92921085	92937205	.	16121	295.59	269.51	279.71	260.32	260.71	251.95	275.48	261.68
peak1051	chr1	92953462	92978739	.	25278	924.04	952.99	951.95	911.87	994.28	978.21	997.44	955.03
peak1052	chr1	92983151	93035472	.	52322	843.26	882.02	880.41	904.39	825.27	808.42	843.34	799.46
peak1053	chr1	93041301	93076152	.	34852	537.03	490.01	543.84	527.37	494.44	487.46	517.19	485.24
peak1054	chr1	93085586	93128849	.	43264	1674.1	1632.25	1503.12	1543.97	1833.94	1723.09	1681.4	1687.53
peak1055	chr1	93138450	93157737	.	19288	312.45	343.85	292.55	303.71	337.12	333.01	291.32	308.04
peak1056	chr1	93161364	93215484	.	54121	1115.77	1115.2	1084.01	1109.35	1248.7	1247.68	1223.31	1160.05
peak1057	chr1	93220226	93226628	.	6403	160.66	160.52	163.24	151.11	177.1	174.17	173.1	168.96
peak1058	chr1	93231041	93294963	.	63923	1851.63	1905.13	1858.96	1842.44	2029.92	2006.81	1955.83	2045.02
peak1059	chr1	93370634	93405963	.	35330	624.02	668.27	650.22	613.4	641.88	598.1	607.96	623.29
peak1060	chr1	93510450	93567785	.	57336	584.07	577.03	586.03	585.72	505.23	451.31	484.47	488.33
peak1061	chr1	93572704	93618524	.	45821	719.88	716.43	796.04	705.41	605.92	622.2	630.13	621.23
peak1062	chr1	93635606	93692159	.	56554	1990.99	1910.2	1991.94	1895.55	2212.41	2241.23	2053.99	2098.59
peak1064	chr1	93849919	93873740	.	23822	276.06	282.18	268.71	264.81	273.29	300.14	294.48	271.98
peak1065	chr1	93875992	93938944	.	62953	743.85	771.35	774.95	810.13	706.61	732.84	766.29	791.22
peak1066	chr1	93942653	93957494	.	14842	174.87	185.87	211.85	208.7	193.28	194.98	169.93	192.65
peak1067	chr1	93963321	94035702	.	72382	415.42	484.1	462.22	431.62	453.99	453.5	458.08	462.58
peak1068	chr1	94057656	94150502	.	92847	853.92	838.93	846.48	843.8	846.85	874.14	892.95	866.43
peak1069	chr1	94153517	94196516	.	43000	383.46	398.77	374.18	401.7	345.21	352.72	363.09	355.43
peak1070	chr1	94216293	94220509	.	4217	24.85	29.57	32.1	44.13	25.17	31.77	32.72	31.94
peak1075	chr1	95103771	95111609	.	7839	38.17	34.64	44.94	37.4	34.16	27.39	45.39	42.24
peak1077	chr1	95162387	95179118	.	16732	89.65	66.74	86.21	90.51	92.6	76.68	78.11	83.45
peak1078	chr1	95185454	95226903	.	41450	165.99	163.9	147.65	141.38	151.03	166.5	169.93	178.23
peak1079	chr1	95239548	95270743	.	31196	151.79	135.18	141.23	139.88	130.35	139.12	167.82	160.72
peak1080	chr1	95279161	95316988	.	37828	287.6	293.16	306.31	296.97	323.64	294.67	297.65	339.98
peak1081	chr1	95337537	95364091	.	26555	132.26	124.19	152.24	125.67	139.34	124.88	132.99	126.72
peak1082	chr1	95370072	95451711	.	81640	384.35	365.82	348.5	368.04	340.72	322.05	336.7	411.06
peak1083	chr1	95452305	95459212	.	6908	27.52	28.72	30.26	27.68	26.97	25.19	28.5	19.57
peak1084	chr1	95465352	95500568	.	35217	146.46	163.9	146.74	174.29	131.25	144.6	159.38	154.54
peak1085	chr1	95504437	95540921	.	36485	180.19	146.16	163.24	166.07	162.72	167.6	183.66	161.75
peak1086	chr1	95544548	95584085	.	39538	189.07	206.99	188	191.5	188.79	196.08	217.43	188.53
peak1087	chr1	95667519	95741741	.	74223	490.87	499.3	495.23	470.52	449.49	439.26	502.41	505.85
peak1088	chr1	95756040	95782412	.	26373	207.71	185.87	186.17	181.78	155.53	159.93	181.54	185.44
peak1089	chr1	95788142	95801410	.	13269	118.94	146.16	142.15	115.95	123.16	122.69	122.44	124.66
peak1090	chr1	95813101	95818666	.	5566	41.72	38.86	32.1	32.91	35.06	30.67	39.05	34
peak1091	chr1	95826581	95833641	.	7061	211.26	187.56	198.09	182.52	191.48	203.75	177.32	219.44
peak1096	chr1	96866067	96877569	.	11503	309.79	310.9	331.07	320.16	372.18	381.21	336.7	375.01
peak1099	chr1	97298379	97394184	.	95806	563.66	542.39	554.84	603.67	560.07	580.57	600.57	560.45
peak1100	chr1	97397549	97445076	.	47528	552.12	563.51	599.78	587.22	540.29	569.62	552.02	503.79
peak1101	chr1	97448301	97519187	.	70887	589.4	590.55	563.1	620.13	564.57	571.81	563.63	580.02
peak1102	chr1	97520832	97567441	.	46610	243.21	223.04	210.93	231.15	254.41	210.32	244.87	234.89
peak1103	chr1	97584416	97619114	.	34699	221.02	223.04	233.86	219.18	216.66	258.52	235.37	231.8
peak1104	chr1	97656911	97701505	.	44595	542.35	576.19	570.43	551.31	573.56	574	483.42	595.48
peak1105	chr1	97795758	97828445	.	32688	363.93	401.3	408.11	374.02	396.45	412.97	391.59	361.61
peak1106	chr1	97832581	97839240	.	6660	17.75	9.29	16.51	13.46	11.69	12.05	8.44	10.3
peak1107	chr1	97973340	97987962	.	14623	556.55	549.15	491.56	507.18	596.03	612.34	558.36	560.45
peak1108	chr1	98020913	98025633	.	4721	51.48	48.16	36.68	41.89	50.34	51.48	40.11	46.36
peak1110	chr1	98082427	98111689	.	29263	363.05	353.99	344.83	352.33	373.98	342.87	369.42	364.7
peak1111	chr1	98114256	98126971	.	12716	125.16	123.35	121.97	112.95	136.65	131.45	120.33	135.99
peak1112	chr1	98147458	98155880	.	8423	58.58	74.35	76.12	81.54	72.82	69.01	68.61	43.27
peak1113	chr1	98156059	98164753	.	8695	72.79	73.5	63.28	79.29	76.41	60.25	51.72	52.54
peak1114	chr1	98167387	98173985	.	6599	70.12	65.9	78.87	74.06	69.22	85.44	64.38	69.03
peak1115	chr1	98177748	98196134	.	18387	496.19	512.82	496.15	504.93	554.68	524.71	525.63	520.27
peak1116	chr1	98208053	98214989	.	6937	78.11	62.52	53.19	59.1	66.53	64.63	57	50.48
peak1118	chr1	98642186	98649753	.	7568	28.4	31.26	36.68	31.42	46.75	33.96	35.89	46.36
peak1119	chr1	98766500	98772577	.	6078	40.83	49.85	39.44	50.12	61.13	40.53	45.39	47.39
peak1123	chr1	100223804	100234560	.	10757	126.93	117.43	103.63	145.12	136.65	153.36	130.88	133.93
peak1125	chr1	101287522	101290832	.	3311	55.92	43.09	42.19	26.18	60.23	38.34	45.39	32.97
peak1131	chr1	104160299	104165039	.	4741	23.08	19.43	16.51	16.46	30.57	27.39	35.89	38.12
peak1132	chr1	104219867	104223487	.	3621	28.4	21.12	24.76	12.72	15.28	28.48	29.55	22.67
peak1134	chr1	104976793	105001272	.	24480	495.31	499.3	491.56	474.26	482.76	506.08	528.8	507.91
peak1137	chr1	105227065	105232074	.	5010	22.19	29.57	25.68	22.44	26.97	24.1	42.22	28.85
peak1138	chr1	105296436	105310910	.	14475	166.88	141.93	137.56	154.85	148.33	138.02	163.6	143.2
peak1139	chr1	105345684	105369917	.	24234	1168.14	1147.3	1172.97	1142.27	1493.22	1359.42	1317.25	1360.94
peak1140	chr1	105384197	105394395	.	10199	73.67	62.52	69.7	53.86	85.4	59.15	78.11	72.12
peak1141	chr1	105412879	105417645	.	4767	31.96	22.81	29.35	22.44	22.47	17.53	24.28	23.7
peak1142	chr1	105431388	105441154	.	9767	30.18	35.48	33.02	36.65	30.57	27.39	29.55	37.09
peak1143	chr1	105463539	105470737	.	7199	86.99	80.26	77.04	65.08	55.74	55.87	84.44	55.63
peak1144	chr1	105484325	105496109	.	11785	114.51	96.31	91.71	119.69	94.39	102.97	86.55	83.45
peak1146	chr1	105610607	105615064	.	4458	41.72	35.48	32.1	40.39	38.66	46.01	39.05	47.39
peak1147	chr1	105764632	105787042	.	22411	674.61	675.88	727.26	679.23	755.15	816.09	713.51	766.5
peak1148	chr1	105793652	105802211	.	8560	39.94	49	46.77	38.9	44.05	43.82	50.66	62.84
peak1149	chr1	105807052	105861049	.	53998	523.71	542.39	561.26	549.07	526.81	501.7	489.75	512.03
peak1150	chr1	105868675	105900562	.	31888	277.83	262.75	290.72	297.72	251.72	272.76	273.37	249.32
peak1151	chr1	105906514	105926655	.	20142	136.7	149.54	166.91	146.62	119.57	134.74	138.27	131.87
peak1152	chr1	105932030	105973228	.	41199	247.65	220.51	219.19	233.39	200.47	210.32	231.15	215.32
peak1153	chr1	106045866	106061609	.	15744	49.71	56.6	64.2	53.86	64.73	49.29	63.33	58.72
peak1154	chr1	106068070	106137220	.	69151	426.96	416.51	407.19	438.35	378.47	396.54	443.31	381.19
peak1155	chr1	106144656	106189182	.	44527	541.46	537.32	558.51	537.1	606.82	513.75	543.58	556.33
peak1156	chr1	106245589	106250915	.	5327	15.98	29.57	13.76	20.2	10.79	13.15	22.17	16.48
peak1157	chr1	106311585	106336683	.	25099	125.16	130.11	152.24	115.95	116.87	116.11	137.21	114.36
peak1158	chr1	106395732	106530357	.	134626	1208.09	1205.6	1186.72	1251.48	1101.26	1131.57	1093.49	1133.26
peak1159	chr1	106668639	106673977	.	5339	8.88	13.52	14.67	14.21	14.38	15.34	16.89	18.54
peak1160	chr1	106707674	106715907	.	8234	6.21	11.83	17.42	11.22	11.69	8.76	15.83	11.33
peak1161	chr1	106759656	106763952	.	4297	32.84	27.04	27.51	30.67	22.47	23	27.44	24.73
peak1162	chr1	106796989	106862276	.	65288	466.01	479.03	504.4	469.02	446.8	408.59	467.58	469.79
peak1163	chr1	106863508	106920332	.	56825	1153.94	1159.98	1154.63	1136.28	1183.97	1188.53	1117.77	1132.23
peak1164	chr1	106925641	107003405	.	77765	1370.53	1331.48	1339.88	1386.13	1239.71	1218.11	1146.26	1225.98
peak1165	chr1	107005328	107031419	.	26092	530.81	588.01	552.09	588.71	515.12	540.04	461.25	492.45
peak1166	chr1	107039028	107051228	.	12201	102.97	108.14	92.63	104.73	85.4	83.25	89.72	81.39
peak1167	chr1	107059472	107064208	.	4737	39.94	36.33	23.84	40.39	32.36	35.05	28.5	35.03
peak1168	chr1	107078114	107084862	.	6749	54.15	78.57	51.36	66.58	37.76	47.1	51.72	50.48
peak1170	chr1	107465404	107489335	.	23932	289.37	319.35	331.99	288	351.5	320.96	347.26	339.98
peak1171	chr1	107492593	107517266	.	24674	278.72	275.42	284.3	273.04	305.66	303.43	303.98	295.68
peak1172	chr1	107519991	107531001	.	11011	76.34	90.4	93.54	106.22	111.47	94.21	90.77	88.6
peak1173	chr1	107542376	107553529	.	11154	119.83	107.3	104.55	129.41	123.16	117.21	129.83	121.57
peak1174	chr1	107561231	107582932	.	21702	153.56	168.12	151.32	173.55	155.53	184.03	173.1	192.65
peak1175	chr1	107588685	107592542	.	3858	55.03	52.38	51.36	46.38	46.75	48.2	61.22	77.27
peak1177	chr1	107794281	107800300	.	6020	39.94	52.38	44.02	43.39	37.76	53.68	48.55	57.69
peak1178	chr1	107981073	107989539	.	8467	43.49	65.05	39.44	50.12	74.62	70.11	80.22	80.36
peak1179	chr1	108003966	108023475	.	19510	83.44	73.5	86.21	71.81	86.3	102.97	99.22	120.54
peak1180	chr1	108043764	108051087	.	7324	15.09	23.66	12.84	5.98	21.58	23	16.89	18.54
peak1182	chr1	108736189	108740484	.	4296	54.15	54.92	54.11	58.35	58.43	50.39	51.72	61.81
peak1183	chr1	109200583	109204935	.	4353	18.64	22.81	24.76	11.22	28.77	17.53	25.33	17.51
peak1184	chr1	110169781	110178398	.	8618	74.56	52.38	57.78	68.82	83.61	49.29	74.94	93.75
peak1186	chr1	111691721	111696435	.	4715	61.25	59.98	46.77	53.86	78.21	54.77	73.88	69.03
peak1187	chr1	111864218	111875759	.	11542	196.17	219.66	204.51	213.19	257.11	248.66	257.54	290.53
peak1188	chr1	111958639	111962790	.	4152	22.19	15.21	16.51	13.46	15.28	24.1	19	18.54
peak1192	chr1	113336085	113345271	.	9187	59.47	72.66	65.11	60.59	66.53	63.53	62.27	78.3
peak1193	chr1	113622894	113628004	.	5111	47.93	37.17	45.85	45.63	35.96	48.2	48.55	39.15
peak1194	chr1	114603653	114609854	.	6202	52.37	48.16	53.19	58.35	67.42	47.1	63.33	55.63
peak1195	chr1	116662597	116666791	.	4195	27.52	30.41	33.02	29.92	30.57	27.39	42.22	32.97
peak1196	chr1	118012665	118019783	.	7119	51.48	45.62	61.45	41.14	60.23	48.2	57	55.63
peak1197	chr1	118261174	118270031	.	8858	91.43	82.8	83.46	70.32	80.91	72.3	55.94	64.9
peak1198	chr1	118272929	118291575	.	18647	273.39	288.09	276.05	297.72	275.99	268.38	275.48	299.8
peak1199	chr1	118311195	118321825	.	10631	390.56	387.78	388.85	365.79	417.13	419.55	395.81	455.36
peak1200	chr1	118339529	118381289	.	41761	527.26	540.7	527.33	576	568.16	514.85	590.02	528.51
peak1201	chr1	118614404	118644926	.	30523	1163.7	1155.75	1169.3	1160.22	1410.51	1382.42	1235.98	1319.73
peak1202	chr1	118664815	118671695	.	6881	56.81	50.69	57.78	56.85	64.73	39.44	42.22	59.75
peak1204	chr1	119041298	119061750	.	20453	1273.77	1193.77	1203.23	1235.02	1539.97	1593.83	1437.58	1501.06
peak1205	chr1	119074787	119099468	.	24682	393.23	386.94	419.11	403.2	388.36	380.11	398.98	383.25
peak1206	chr1	119188123	119191442	.	3320	71.01	70.97	64.2	53.86	59.33	67.92	63.33	41.21
peak1207	chr1	119339919	119344247	.	4329	54.15	40.55	33.93	49.37	35.06	19.72	29.55	45.33
peak1208	chr1	119384672	119393421	.	8750	153.56	137.71	141.23	145.87	150.13	169.79	155.16	157.63
peak1209	chr1	119408416	119432847	.	24432	1142.4	1186.17	1121.61	1206.6	1515.7	1550.02	1398.53	1560.81
peak1210	chr1	119440664	119494456	.	53793	1758.43	1807.97	1858.04	1832.71	2242.08	2093.35	2027.6	2142.89
peak1211	chr1	119499409	119519333	.	19925	367.49	380.18	340.24	364.3	411.74	375.73	356.76	399.73
peak1212	chr1	119522655	119580986	.	58332	1203.65	1209.82	1178.47	1178.92	1330.5	1321.08	1195.87	1217.74
peak1213	chr1	119583976	119651239	.	67264	2256.4	2227.02	2211.12	2182.8	2618.76	2749.5	2375.91	2525.11
peak1215	chr1	119825135	119902121	.	76987	1382.06	1351.76	1388.49	1341.99	1443.78	1471.15	1439.69	1432.03
peak1216	chr1	119912829	119944132	.	31304	670.17	691.09	727.26	713.64	730.88	764.6	743.07	811.83
peak1217	chr1	119945144	119986346	.	41203	902.74	945.38	944.61	932.81	980.8	878.53	920.39	941.64
peak1218	chr1	119992911	120058453	.	65543	2666.49	2697.6	2581.63	2520.91	3257.04	3257.78	3120.03	3340.03
peak1219	chr1	120060411	120109679	.	49269	1221.4	1206.44	1230.74	1254.47	1553.45	1598.22	1466.08	1539.17
peak1220	chr1	120187716	120224145	.	36430	513.06	530.56	496.15	520.64	561.87	538.95	525.63	531.6
peak1221	chr1	120227212	120233559	.	6348	7.99	23.66	15.59	11.22	7.19	15.34	15.83	14.42
peak1222	chr1	120255548	120290956	.	35409	395.89	396.23	433.79	388.24	409.94	379.02	432.75	392.52
peak1223	chr1	120298485	120306308	.	7824	49.71	58.29	67.87	52.36	53.04	54.77	63.33	56.66
peak1224	chr1	120313039	120318795	.	5757	59.47	54.92	56.86	57.6	65.63	70.11	63.33	45.33
peak1225	chr1	120327602	120360473	.	32872	1585.34	1546.92	1529.72	1535.74	1942.72	2033.1	1839.72	1901.82
peak1226	chr1	120370319	120411591	.	41273	549.45	556.75	576.85	572.26	574.45	546.61	585.8	563.54
peak1228	chr1	120422038	120426173	.	4136	55.92	61.67	51.36	53.11	53.94	64.63	47.5	36.06
peak1229	chr1	120439236	120444263	.	5028	40.83	39.71	28.43	47.13	39.56	35.05	42.22	34
peak1230	chr1	120466399	120506350	.	39952	729.64	769.66	710.75	716.63	777.63	798.56	801.12	809.77
peak1231	chr1	120510447	120522144	.	11698	89.65	86.17	72.45	92.01	72.82	73.39	85.49	61.81
peak1232	chr1	120526861	120565537	.	38677	525.49	482.41	557.6	508.67	465.68	422.83	509.8	438.88
peak1233	chr1	120578934	120621082	.	42149	3507.98	3265.34	3367.58	3334.79	4633.39	4726.73	4208.25	4432.08
peak1234	chr1	120641194	120646265	.	5072	38.17	42.24	48.61	32.17	34.16	28.48	27.44	42.24
peak1236	chr1	121171032	121192372	.	21341	721.66	717.28	721.76	726.35	756.95	755.84	708.23	712.92
peak1237	chr1	121211170	121219057	.	7888	46.16	62.52	46.77	59.84	42.25	50.39	52.77	52.54
peak1238	chr1	121225504	121234703	.	9200	101.19	88.71	69.7	100.99	78.21	64.63	74.94	79.33
peak1239	chr1	121237794	121263736	.	25943	344.41	326.96	355.83	335.12	259.81	273.85	309.26	246.23
peak1240	chr1	121276141	121293454	.	17314	150.01	157.99	161.41	175.79	140.24	143.5	145.66	161.75
peak1241	chr1	121335254	121379328	.	44075	1118.43	1138.85	1134.45	1096.64	1107.55	1050.51	1034.38	1093.08
peak1242	chr1	121383263	121387735	.	4473	86.1	104.76	88.04	100.99	88.1	92.02	109.77	101.99
peak1243	chr1	121389952	121433477	.	43526	1427.33	1394.84	1360.06	1403.33	1470.75	1453.62	1485.08	1413.49
peak1244	chr1	121511447	121546925	.	35479	1278.21	1273.19	1272.01	1279.16	1313.42	1293.69	1278.2	1332.1
peak1245	chr1	121567026	121601217	.	34192	1289.75	1256.29	1274.77	1296.36	1357.47	1398.85	1270.81	1459.85
peak1249	chr1	124043866	124049889	.	6024	79.89	74.35	76.12	97.25	88.1	109.54	87.61	104.05
peak1250	chr1	125134438	125140629	.	6192	27.52	26.19	16.51	27.68	32.36	30.67	20.05	35.03
peak1251	chr1	125304026	125309823	.	5798	54.15	59.14	44.02	54.61	48.55	40.53	49.61	49.45
peak1252	chr1	125324742	125344505	.	19764	237.89	237.4	225.61	235.63	178.9	208.13	175.21	166.9
peak1253	chr1	125351882	125355323	.	3442	59.47	59.14	61.45	61.34	49.44	65.73	61.22	56.66
peak1254	chr1	125366292	125384855	.	18564	354.17	361.59	380.6	364.3	366.79	363.68	329.31	342.04
peak1255	chr1	125444910	125465316	.	20407	73.67	65.05	68.78	74.06	56.64	61.34	64.38	62.84
peak1256	chr1	125476954	125657428	.	180475	2189.82	2304.74	2192.78	2197.76	2122.51	2127.3	2069.82	2194.4
peak1257	chr1	125659686	125697755	.	38070	459.8	461.29	447.54	469.77	400.95	443.64	420.09	381.19
peak1259	chr1	125906157	125917613	.	11457	373.7	396.23	387.93	346.35	454.89	433.79	429.59	447.12
peak1260	chr1	126407415	126410594	.	3180	23.08	39.71	34.85	26.93	22.47	32.86	42.22	36.06
peak1261	chr1	126459547	126471451	.	11905	146.46	136.87	127.48	125.67	116.87	112.83	115.05	110.24
peak1262	chr1	126488240	126502325	.	14086	179.3	171.5	177	163.07	179.8	181.84	175.21	181.32
peak1263	chr1	126658077	126662877	.	4801	38.17	54.92	45.85	38.9	44.05	51.48	36.94	60.78
peak1264	chr1	126674508	126678974	.	4467	54.15	50.69	49.52	38.15	47.65	26.29	36.94	48.42
peak1265	chr1	126712140	126742376	.	30237	350.62	326.11	329.24	320.16	285.88	295.76	308.2	302.89
peak1266	chr1	126755798	126763996	.	8199	49.71	42.24	46.77	47.13	36.86	31.77	32.72	41.21
peak1267	chr1	126782075	126795195	.	13121	40.83	46.47	42.19	44.13	46.75	28.48	52.77	48.42
peak1268	chr1	126798418	126847873	.	49456	568.09	557.6	537.42	537.1	555.58	527.99	556.24	575.9
peak1269	chr1	126850916	126860575	.	9660	46.16	46.47	60.53	71.81	39.56	39.44	51.72	47.39
peak1270	chr1	126878379	126882499	.	4121	25.74	28.72	27.51	25.43	18.88	20.81	20.05	15.45
peak1271	chr1	126905649	126908525	.	2877	35.51	48.16	40.35	41.14	36.86	47.1	39.05	19.57
peak1272	chr1	126912324	126939416	.	27093	397.67	406.37	438.37	429.38	388.36	376.82	353.59	351.31
peak1273	chr1	126954587	126981807	.	27221	480.22	491.7	435.62	439.1	450.39	442.55	482.36	427.55
peak1274	chr1	126982491	127066634	.	84144	1792.16	1893.3	1861.71	1831.22	1743.14	1785.53	1789.06	1684.44
peak1275	chr1	127068531	127128952	.	60422	1343.9	1429.48	1377.48	1360.7	1283.76	1424.04	1247.59	1312.52
peak1276	chr1	127133889	127211762	.	77874	1878.26	1890.77	1807.6	1867.12	1877.99	1834.83	1723.62	1768.92
peak1277	chr1	127225526	127236242	.	10717	7.99	9.29	11.01	13.46	13.48	12.05	13.72	16.48
peak1278	chr1	127242611	127247872	.	5262	7.99	10.98	9.17	8.98	13.48	7.67	13.72	11.33
