peakN	Chr	Start	End	Strand	Length	Arm_P14_Day30_H3K27ac_Rep1_S5	Arm_P14_Day30_H3K27ac_Rep2_S6	Arm_P14_Day30_H3K27ac_Rep3_S7	Arm_P14_Day30_H3K27ac_Rep4_S8
peak8814	chr4	126243630	126245686	.	2057	28.68	25.87	21.3	12.79
peak8815	chr4	126253462	126254776	.	1315	91.79	76.62	93.71	90.32
peak8816	chr4	126255126	126257154	.	2029	142.6	153.24	155.04	175.04
peak8817	chr4	126258847	126261378	.	2532	192.59	201	178.04	185.43
peak8818	chr4	126261798	126262981	.	1184	48.35	45.77	52.82	48.76
peak8819	chr4	126297279	126301125	.	3847	95.07	116.42	102.23	109.5
peak8820	chr4	126320389	126322124	.	1736	25.41	23.88	23	16.79
peak8821	chr4	126406581	126408806	.	2226	45.08	52.74	29.82	45.56
peak8822	chr4	126428497	126431110	.	2614	116.38	104.48	86.89	109.5
peak8823	chr4	126467250	126469384	.	2135	49.99	35.82	32.37	33.57
peak8825	chr4	126556576	126559515	.	2940	52.45	43.78	49.41	31.17
peak8826	chr4	126577667	126579441	.	1775	31.96	32.84	28.96	40.76
peak8828	chr4	126676746	126678762	.	2017	90.97	88.56	93.71	96.71
peak8829	chr4	126682109	126684569	.	2461	66.38	63.68	52.82	46.36
peak8831	chr4	126752708	126754569	.	1862	159.81	167.17	172.93	158.26
peak8832	chr4	126778594	126779662	.	1069	7.38	7.96	7.67	4
peak8833	chr4	126811514	126815760	.	4247	139.32	122.39	125.23	94.32
peak8834	chr4	126849050	126851306	.	2257	93.43	73.64	72.41	78.33
peak8835	chr4	126861049	126862487	.	1439	45.08	47.76	46	40.76
peak8836	chr4	126948811	126950012	.	1202	26.23	15.92	14.48	13.59
peak8837	chr4	126966342	126968792	.	2451	60.65	69.65	64.74	79.93
peak8838	chr4	126989420	126991192	.	1773	13.11	7.96	6.82	7.99
peak8839	chr4	127015235	127016561	.	1327	110.64	94.53	82.63	90.32
peak8840	chr4	127020651	127022990	.	2340	210.62	202	198.49	206.22
peak8841	chr4	127060198	127061866	.	1669	51.63	42.79	48.56	49.56
peak8842	chr4	127076510	127078179	.	1670	54.09	71.65	65.59	69.54
peak8843	chr4	127094467	127095797	.	1331	9.02	3.98	2.56	4
peak8844	chr4	127125375	127126970	.	1596	31.96	33.83	43.45	35.17
peak8846	chr4	127242366	127244882	.	2517	40.98	42.79	32.37	33.57
peak8847	chr4	128593192	128595543	.	2352	227.84	218.92	214.67	198.22
peak8848	chr4	128609256	128610854	.	1599	68.84	54.73	56.22	73.53
peak8849	chr4	128614876	128619637	.	4762	93.43	105.48	103.93	95.91
peak8850	chr4	128653644	128656119	.	2476	20.49	30.85	19.59	23.18
peak8851	chr4	128688561	128689523	.	963	12.29	12.94	12.78	8.79
peak8852	chr4	128690492	128692342	.	1851	35.24	29.85	37.48	29.57
peak8853	chr4	128711228	128713052	.	1825	90.15	82.59	90.3	77.53
peak8854	chr4	128726872	128729155	.	2284	96.71	114.43	106.48	108.7
peak8855	chr4	128733210	128735961	.	2752	81.14	89.56	85.19	102.31
peak8856	chr4	128779422	128781002	.	1581	17.21	11.94	14.48	10.39
peak8857	chr4	128784779	128788665	.	3887	111.46	121.4	114.15	91.12
peak8858	chr4	128804201	128807241	.	3041	32.78	37.81	27.26	39.17
peak8859	chr4	128811156	128812510	.	1355	14.75	17.91	10.22	24.78
peak8863	chr4	128992577	128994505	.	1929	59.83	69.65	57.93	55.95
peak8864	chr4	129006773	129009412	.	2640	12.29	5.97	6.82	13.59
peak8865	chr4	129019505	129020697	.	1193	3.28	3.98	10.22	5.6
peak8866	chr4	129031719	129036389	.	4671	393.38	424.9	394.42	392.45
peak8867	chr4	129044468	129046391	.	1924	26.23	21.89	27.26	26.38
peak8868	chr4	129057565	129060844	.	3280	72.12	77.62	63.89	83.93
peak8869	chr4	129129959	129131958	.	2000	39.34	38.81	40.89	48.76
peak8870	chr4	129145603	129147413	.	1811	71.3	52.74	29.82	52.75
peak8871	chr4	129188320	129190813	.	2494	63.11	80.6	69.85	54.35
peak8873	chr4	129324631	129325850	.	1220	25.41	24.88	20.45	27.18
peak8874	chr4	129334463	129336706	.	2244	178.66	189.06	183.15	223.8
peak8875	chr4	129364371	129366420	.	2050	270.45	321.41	277.71	287.74
peak8876	chr4	129373100	129374456	.	1357	39.34	31.84	28.11	18.38
peak8877	chr4	129376449	129378417	.	1969	54.09	50.75	61.34	63.94
peak8879	chr4	129444239	129445956	.	1718	20.49	23.88	22.15	20.78
peak8880	chr4	129460605	129462620	.	2016	90.97	104.48	98.82	84.72
peak8882	chr4	129525021	129526865	.	1845	55.73	52.74	50.26	43.96
peak8883	chr4	129540718	129543465	.	2748	95.07	74.63	74.97	95.12
peak8884	chr4	129558006	129559652	.	1647	127.03	138.31	143.12	127.89
peak8885	chr4	129561202	129561628	.	427	42.62	38.81	30.67	35.97
peak8886	chr4	129565006	129566294	.	1289	77.86	64.68	45.15	69.54
peak8887	chr4	129567570	129568494	.	925	86.05	81.6	67.3	63.14
peak8888	chr4	129569651	129570663	.	1013	78.68	99.51	121.82	88.72
peak8889	chr4	129571253	129574421	.	3169	342.57	328.37	316.9	292.54
peak8890	chr4	129574724	129575850	.	1127	101.62	95.53	90.3	98.31
peak8891	chr4	129584089	129585868	.	1780	93.43	96.52	86.89	89.52
peak8892	chr4	129599665	129601482	.	1818	54.91	46.77	40.89	47.96
peak8893	chr4	129608382	129610946	.	2565	19.67	27.86	27.26	25.58
peak8894	chr4	129618267	129619825	.	1559	101.62	85.58	83.48	97.51
peak8895	chr4	129623389	129625563	.	2175	124.57	113.44	124.37	111.9
peak8896	chr4	129640060	129641953	.	1894	87.69	83.59	88.6	87.92
peak8898	chr4	129671459	129673711	.	2253	85.23	88.56	73.26	71.14
peak8899	chr4	129695112	129697570	.	2459	72.94	71.65	82.63	71.14
peak8900	chr4	129715319	129717302	.	1984	54.09	34.83	51.11	46.36
peak8901	chr4	129730457	129733181	.	2725	140.96	148.27	143.97	112.7
peak8902	chr4	129740742	129743389	.	2648	87.69	89.56	105.63	102.31
peak8903	chr4	129750115	129750926	.	812	1.64	2.99	4.26	1.6
peak8904	chr4	129753779	129755744	.	1966	35.24	42.79	40.04	50.36
peak8905	chr4	129760535	129762469	.	1935	113.1	134.33	120.11	108.7
peak8906	chr4	129771065	129773009	.	1945	31.14	10.95	21.3	29.57
peak8907	chr4	129792415	129794535	.	2121	220.46	223.89	204.45	218.21
peak8908	chr4	129808754	129812681	.	3928	485.17	398.03	448.09	426.02
peak8909	chr4	129817683	129822592	.	4910	295.04	276.63	270.9	286.14
peak8910	chr4	129837152	129838354	.	1203	54.91	43.78	57.93	55.95
peak8911	chr4	129839624	129840638	.	1015	69.66	61.69	57.93	55.95
peak8912	chr4	129876909	129878614	.	1706	88.51	79.61	72.41	83.93
peak8913	chr4	129882187	129884113	.	1927	50.81	69.65	65.59	61.55
peak8914	chr4	129913087	129914832	.	1746	25.41	13.93	16.19	23.18
peak8916	chr4	129959480	129961343	.	1864	29.5	19.9	34.93	19.18
peak8918	chr4	130016067	130018624	.	2558	57.37	53.73	61.34	59.95
peak8919	chr4	130044597	130046778	.	2182	98.35	97.52	132.89	124.69
peak8920	chr4	130106645	130108603	.	1959	116.38	115.43	110.74	108.7
peak8921	chr4	130315385	130317968	.	2584	22.13	26.87	26.41	19.18
peak8923	chr4	130359160	130361047	.	1888	120.47	131.35	155.89	136.68
peak8925	chr4	130662751	130665522	.	2772	135.23	138.31	144.82	139.88
peak8926	chr4	130667247	130669468	.	2222	85.23	94.53	84.34	81.53
peak8927	chr4	130684495	130686475	.	1981	55.73	57.71	58.78	61.55
peak8928	chr4	130700944	130705080	.	4137	125.39	142.3	124.37	123.09
peak8929	chr4	130712707	130716281	.	3575	86.87	88.56	91.15	85.52
peak8930	chr4	130773026	130776986	.	3961	123.75	126.37	115.86	127.09
peak8931	chr4	130801657	130802985	.	1329	9.02	9.95	15.33	12.79
peak8932	chr4	130899234	130901486	.	2253	340.11	367.18	310.93	324.51
peak8933	chr4	130901841	130903202	.	1362	127.85	119.41	135.45	115.9
peak8934	chr4	130904107	130905765	.	1659	75.4	79.61	81.78	67.94
peak8935	chr4	130909132	130909934	.	803	36.88	43.78	38.33	43.16
peak8936	chr4	130910598	130911317	.	720	43.44	39.8	46.85	34.37
peak8937	chr4	130912712	130914614	.	1903	127.03	103.49	114.15	112.7
peak8938	chr4	130918470	130922660	.	4191	348.31	348.27	333.94	370.07
peak8939	chr4	130930285	130931906	.	1622	48.35	52.74	51.11	45.56
peak8940	chr4	130936605	130939614	.	3010	116.38	110.45	132.04	115.1
peak8942	chr4	131842946	131844410	.	1465	22.13	23.88	23	21.58
peak8943	chr4	131872641	131875367	.	2727	133.59	134.33	127.78	173.45
peak8944	chr4	131878902	131882032	.	3131	73.76	83.59	99.67	91.12
peak8945	chr4	131888043	131890985	.	2943	99.17	91.55	131.19	88.72
peak8946	chr4	132007550	132009595	.	2046	48.35	66.67	71.56	51.15
peak8947	chr4	132030321	132032105	.	1785	32.78	39.8	23.85	28.77
peak8948	chr4	132036981	132037549	.	569	45.08	45.77	47.71	47.16
peak8949	chr4	132038329	132042478	.	4150	948.22	876.66	791.39	888.81
peak8950	chr4	132047798	132050293	.	2496	49.17	51.74	51.11	51.15
peak8952	chr4	132074086	132076054	.	1969	66.38	91.55	67.3	75.93
peak8954	chr4	132193761	132195155	.	1395	40.16	52.74	40.04	51.15
peak8955	chr4	132197821	132198997	.	1177	42.62	37.81	48.56	39.96
peak8956	chr4	132200263	132201643	.	1381	34.42	55.72	38.33	45.56
peak8957	chr4	132210888	132212893	.	2006	48.35	50.75	56.22	63.94
peak8958	chr4	132245233	132246534	.	1302	4.92	7.96	4.26	9.59
peak8959	chr4	132259923	132262683	.	2761	158.17	143.29	142.26	144.67
peak8960	chr4	132268009	132270807	.	2799	183.58	157.22	139.71	160.66
peak8961	chr4	132273664	132275604	.	1941	194.23	214.94	202.75	219
peak8963	chr4	132308384	132310589	.	2206	99.99	98.51	83.48	102.31
peak8964	chr4	132328713	132330306	.	1594	63.11	43.78	51.96	55.95
peak8965	chr4	132344417	132346202	.	1786	21.31	24.88	28.11	28.77
peak8966	chr4	132352286	132354515	.	2230	186.04	187.07	161.86	183.84
peak8968	chr4	132409201	132410894	.	1694	19.67	30.85	36.63	33.57
peak8969	chr4	132420758	132423391	.	2634	43.44	47.76	61.34	59.95
peak8970	chr4	132456815	132458135	.	1321	9.02	6.97	3.41	9.59
peak8971	chr4	132462975	132464740	.	1766	75.4	68.66	82.63	68.74
peak8972	chr4	132509527	132510824	.	1298	35.24	21.89	24.7	29.57
peak8973	chr4	132514614	132516386	.	1773	54.09	54.73	53.67	51.15
peak8974	chr4	132532774	132534342	.	1569	49.17	50.75	56.22	57.55
peak8975	chr4	132535054	132536699	.	1646	55.73	45.77	42.59	44.76
peak8977	chr4	132584184	132586925	.	2742	68.84	83.59	81.78	74.33
peak8978	chr4	132588163	132589226	.	1064	32.78	24.88	26.41	15.99
peak8980	chr4	132638294	132640184	.	1891	72.94	61.69	52.82	53.55
peak8981	chr4	132646891	132648764	.	1874	58.19	49.75	57.93	63.14
peak8982	chr4	132657173	132660460	.	3288	130.31	99.51	141.41	136.68
peak8984	chr4	132733888	132736560	.	2673	64.74	75.63	54.52	59.95
peak8985	chr4	132746848	132749559	.	2712	337.66	309.47	355.23	348.49
peak8986	chr4	132752849	132754169	.	1321	139.32	137.32	122.67	137.48
peak8987	chr4	132755823	132758620	.	2798	227.84	216.93	206.15	263.76
peak8988	chr4	132767599	132769514	.	1916	196.69	194.04	204.45	205.42
peak8989	chr4	132771398	132772664	.	1267	200.79	172.15	199.34	161.46
peak8990	chr4	132774185	132775890	.	1706	72.94	94.53	87.74	67.94
peak8991	chr4	132783370	132784924	.	1555	94.25	92.54	93.71	83.93
peak8992	chr4	132794502	132796970	.	2469	47.53	62.69	37.48	48.76
peak8993	chr4	132801404	132802977	.	1574	101.62	86.57	83.48	92.72
peak8994	chr4	132807540	132808888	.	1349	80.32	79.61	80.93	67.14
peak8995	chr4	132814829	132816324	.	1496	28.68	44.78	31.52	39.17
peak8996	chr4	132841805	132844003	.	2199	54.91	71.65	51.96	48.76
peak8997	chr4	132883182	132885379	.	2198	75.4	76.62	86.04	76.73
peak8998	chr4	132897915	132899569	.	1655	20.49	14.93	28.96	16.79
peak8999	chr4	132921343	132923701	.	2359	67.2	70.65	62.19	85.52
peak9000	chr4	132931996	132933451	.	1456	9.02	11.94	7.67	2.4
peak9001	chr4	132944027	132947790	.	3764	250.78	270.66	247.04	241.38
peak9002	chr4	132971621	132972691	.	1071	45.89	49.75	54.52	46.36
peak9003	chr4	132973587	132974337	.	751	11.47	26.87	18.74	25.58
peak9004	chr4	132975495	132978061	.	2567	142.6	215.93	196.78	180.64
peak9005	chr4	132981560	132983325	.	1766	20.49	25.87	19.59	19.18
peak9006	chr4	133011050	133014132	.	3083	28.68	22.89	28.11	29.57
peak9007	chr4	133023341	133025315	.	1975	22.95	25.87	41.74	20.78
peak9008	chr4	133049582	133051644	.	2063	109	112.44	110.74	112.7
peak9009	chr4	133055579	133058838	.	3260	203.25	186.08	179.75	177.44
peak9010	chr4	133072287	133073985	.	1699	71.3	53.73	54.52	54.35
peak9011	chr4	133078357	133080293	.	1937	50.81	56.72	46.85	46.36
peak9012	chr4	133084714	133086679	.	1966	15.57	11.94	17.89	23.18
peak9013	chr4	133090861	133093868	.	3008	42.62	54.73	51.96	39.96
peak9014	chr4	133095063	133097842	.	2780	416.33	351.26	355.23	371.67
peak9015	chr4	133101078	133101638	.	561	28.68	32.84	23.85	31.17
peak9016	chr4	133121566	133123104	.	1539	54.09	51.74	38.33	46.36
peak9017	chr4	133129015	133132617	.	3603	628.6	605	632.94	618.65
peak9018	chr4	133138596	133139807	.	1212	22.13	16.92	12.78	12.79
peak9019	chr4	133143198	133144968	.	1771	26.23	29.85	42.59	29.57
peak9020	chr4	133145782	133147177	.	1396	35.24	22.89	18.74	20.78
peak9021	chr4	133158105	133159684	.	1580	197.51	229.86	239.38	222.2
peak9022	chr4	133161920	133163127	.	1208	97.53	81.6	99.67	92.72
peak9023	chr4	133168444	133171838	.	3395	448.29	475.64	437.01	468.38
peak9024	chr4	133174045	133175083	.	1039	50.81	58.71	45.15	59.95
peak9025	chr4	133184510	133185895	.	1386	30.32	23.88	20.45	20.78
peak9027	chr4	133261257	133264242	.	2986	182.76	218.92	205.3	206.22
peak9028	chr4	133271550	133272567	.	1018	18.85	37.81	25.56	19.18
peak9029	chr4	133276447	133278764	.	2318	204.89	238.82	196.78	202.22
peak9030	chr4	133284286	133285556	.	1271	6.56	5.97	2.56	4
peak9031	chr4	133298229	133299204	.	976	3.28	1	4.26	4
peak9032	chr4	133327579	133329166	.	1588	28.68	31.84	25.56	24.78
peak9033	chr4	133337813	133340016	.	2204	41.8	51.74	32.37	39.96
peak9034	chr4	133369491	133371002	.	1512	59.83	74.63	62.19	79.93
peak9036	chr4	133397742	133400224	.	2483	85.23	82.59	79.22	68.74
peak9037	chr4	133401661	133402467	.	807	13.11	8.96	11.93	11.19
peak9038	chr4	133412189	133414113	.	1925	133.59	146.28	146.52	143.07
peak9040	chr4	133506026	133507896	.	1871	9.83	5.97	6.82	6.39
peak9041	chr4	133544818	133546712	.	1895	49.17	56.72	61.34	48.76
peak9042	chr4	133573943	133575785	.	1843	30.32	29.85	29.82	31.97
peak9043	chr4	133583090	133584882	.	1793	77.04	72.64	57.08	70.34
peak9044	chr4	133599156	133600816	.	1661	32.78	38.81	21.3	29.57
peak9045	chr4	133601181	133602725	.	1545	28.68	21.89	30.67	32.77
peak9046	chr4	133609517	133611241	.	1725	25.41	19.9	26.41	32.77
peak9047	chr4	133619577	133623161	.	3585	376.17	371.16	408.05	336.5
peak9048	chr4	133624994	133626840	.	1847	258.16	259.71	245.34	250.98
peak9049	chr4	133628865	133629853	.	989	98.35	82.59	112.45	108.7
peak9050	chr4	133630481	133633979	.	3499	247.5	244.79	226.6	203.82
peak9051	chr4	133649430	133650794	.	1365	27.05	39.8	28.96	30.37
peak9052	chr4	133658797	133662065	.	3269	278.65	286.58	270.9	249.38
peak9053	chr4	133665869	133667318	.	1450	64.74	62.69	77.52	88.72
peak9054	chr4	133671337	133674689	.	3353	184.4	196.03	170.38	198.22
peak9055	chr4	133677108	133677817	.	710	35.24	48.76	46	44.76
peak9056	chr4	133704596	133709228	.	4633	392.57	418.92	408.05	374.07
peak9057	chr4	133711841	133713921	.	2081	99.99	98.51	95.41	101.51
peak9058	chr4	133724244	133725944	.	1701	137.68	139.31	142.26	133.48
peak9059	chr4	133727727	133728709	.	983	70.48	73.64	69.85	68.74
peak9060	chr4	133729371	133731925	.	2555	240.13	217.92	211.27	219
peak9061	chr4	133738626	133739976	.	1351	33.6	20.9	33.22	40.76
peak9062	chr4	133742824	133743719	.	896	27.05	33.83	39.19	35.97
peak9063	chr4	133750011	133752325	.	2315	145.88	128.36	136.3	124.69
peak9064	chr4	133756312	133758128	.	1817	77.86	83.59	88.6	91.12
peak9066	chr4	133812725	133816325	.	3601	231.11	216.93	231.71	250.18
peak9067	chr4	133827590	133830073	.	2484	56.55	50.75	51.96	47.16
peak9068	chr4	133840257	133841880	.	1624	109.82	79.61	102.23	117.5
peak9069	chr4	133844187	133845095	.	909	27.86	23.88	21.3	23.98
peak9071	chr4	133872016	133874060	.	2045	131.13	119.41	120.97	118.29
peak9072	chr4	133878431	133880917	.	2487	123.75	149.26	125.23	131.88
peak9073	chr4	133885450	133888770	.	3321	81.96	74.63	70.71	109.5
peak9075	chr4	133906302	133908099	.	1798	77.86	85.58	97.11	81.53
peak9076	chr4	133909914	133911294	.	1381	95.07	81.6	76.67	83.13
peak9077	chr4	133928486	133929889	.	1404	11.47	3.98	13.63	11.19
peak9078	chr4	133966486	133968785	.	2300	40.98	20.9	29.82	40.76
peak9079	chr4	134000030	134001433	.	1404	34.42	55.72	51.96	44.76
peak9080	chr4	134041178	134043724	.	2547	134.41	109.46	139.71	97.51
peak9081	chr4	134052047	134053458	.	1412	72.94	49.75	66.45	63.14
peak9082	chr4	134056827	134060316	.	3490	218.82	220.91	230.86	219.8
peak9083	chr4	134061107	134062867	.	1761	106.54	107.47	112.45	97.51
peak9084	chr4	134081424	134082821	.	1398	31.96	35.82	41.74	29.57
peak9085	chr4	134090733	134091807	.	1075	21.31	26.87	16.19	11.99
peak9086	chr4	134094462	134095565	.	1104	70.48	78.61	63.04	81.53
peak9087	chr4	134096534	134100039	.	3506	427.81	465.69	451.49	461.99
peak9088	chr4	134105694	134108358	.	2665	133.59	132.34	175.49	132.68
peak9089	chr4	134115348	134119199	.	3852	555.66	521.42	489.83	530.73
peak9090	chr4	134120733	134122426	.	1694	161.45	177.12	190.82	171.85
peak9091	chr4	134127836	134130081	.	2246	165.55	157.22	161.86	151.07
peak9092	chr4	134136356	134137726	.	1371	32.78	38.81	28.96	37.57
peak9094	chr4	134160304	134161329	.	1026	32.78	40.8	28.96	36.77
peak9095	chr4	134162152	134163196	.	1045	26.23	36.82	16.19	24.78
peak9096	chr4	134164529	134166711	.	2183	27.86	37.81	47.71	35.97
peak9097	chr4	134185716	134187766	.	2051	60.65	58.71	65.59	53.55
peak9098	chr4	134244501	134246064	.	1564	21.31	23.88	24.7	26.38
peak9099	chr4	134272588	134274509	.	1922	122.93	114.43	132.04	141.47
peak9100	chr4	134286463	134288941	.	2479	113.1	122.39	132.04	131.88
peak9101	chr4	134361042	134364032	.	2991	50.81	53.73	41.74	55.95
peak9103	chr4	134459744	134461671	.	1928	46.71	38.81	40.04	19.98
peak9104	chr4	134467651	134470307	.	2657	51.63	56.72	35.78	51.95
peak9105	chr4	134494204	134497585	.	3382	372.9	401.01	330.53	308.52
peak9108	chr4	134533789	134536188	.	2400	56.55	60.7	60.48	55.15
peak9109	chr4	134547019	134548385	.	1367	25.41	24.88	17.89	34.37
peak9112	chr4	134641747	134642775	.	1029	9.83	7.96	5.96	7.19
peak9114	chr4	134733872	134735766	.	1895	260.62	297.53	270.9	246.98
peak9115	chr4	134736041	134738789	.	2749	124.57	122.39	139.71	134.28
peak9116	chr4	134744383	134746646	.	2264	37.7	40.8	46	52.75
peak9117	chr4	134749512	134752749	.	3238	144.24	159.21	163.56	154.26
peak9118	chr4	134753748	134754978	.	1231	40.16	27.86	29.82	42.36
peak9119	chr4	134763377	134764650	.	1274	10.65	9.95	5.96	7.99
peak9120	chr4	134766116	134768458	.	2343	32.78	26.87	26.41	27.98
peak9123	chr4	134852870	134854290	.	1421	84.41	102.49	74.97	97.51
peak9124	chr4	134913438	134915639	.	2202	81.96	79.61	93.71	73.53
peak9125	chr4	134917951	134920632	.	2682	160.63	162.2	188.26	151.07
peak9126	chr4	134922861	134923952	.	1092	37.7	35.82	44.3	32.77
peak9127	chr4	134929386	134931937	.	2552	175.38	154.24	173.78	195.83
peak9128	chr4	135018487	135019793	.	1307	10.65	7.96	12.78	10.39
peak9129	chr4	135043478	135047475	.	3998	48.35	47.76	59.63	41.56
peak9131	chr4	135066753	135068426	.	1674	29.5	22.89	23.85	15.19
peak9132	chr4	135072549	135075175	.	2627	47.53	42.79	45.15	45.56
peak9133	chr4	135076714	135078208	.	1495	118.02	123.39	111.6	119.09
peak9134	chr4	135079454	135082722	.	3269	109	122.39	134.6	99.11
peak9136	chr4	135097854	135100015	.	2162	77.86	67.66	68.15	70.34
peak9137	chr4	135102429	135104278	.	1850	120.47	134.33	122.67	143.07
peak9138	chr4	135114403	135116433	.	2031	13.93	6.97	11.93	9.59
peak9139	chr4	135119471	135124434	.	4964	236.85	251.75	206.15	221.4
peak9140	chr4	135127524	135129460	.	1937	44.26	41.79	48.56	36.77
peak9141	chr4	135135623	135137331	.	1709	7.38	13.93	8.52	10.39
peak9142	chr4	135148028	135149796	.	1769	34.42	34.83	29.82	31.97
peak9143	chr4	135152852	135156124	.	3273	130.31	102.49	106.48	109.5
peak9144	chr4	135158698	135160313	.	1616	51.63	52.74	69.85	59.95
peak9145	chr4	135164561	135165124	.	564	31.96	23.88	35.78	29.57
peak9146	chr4	135167406	135169955	.	2550	95.89	97.52	102.23	89.52
peak9147	chr4	135176442	135179701	.	3260	125.39	145.28	126.93	129.48
peak9148	chr4	135197458	135198508	.	1051	22.13	17.91	17.04	30.37
peak9149	chr4	135202611	135205138	.	2528	140.96	131.35	131.19	130.28
peak9150	chr4	135205393	135207221	.	1829	93.43	90.55	90.3	91.12
peak9152	chr4	135238848	135239613	.	766	13.93	8.96	7.67	4
peak9153	chr4	135240225	135243189	.	2965	68.02	95.53	72.41	70.34
peak9154	chr4	135247839	135249151	.	1313	43.44	39.8	42.59	28.77
peak9155	chr4	135269335	135273451	.	4117	146.7	146.28	144.82	147.07
peak9157	chr4	135292267	135293220	.	954	26.23	14.93	14.48	17.58
peak9158	chr4	135312823	135315138	.	2316	123.75	130.35	127.78	134.28
peak9159	chr4	135351773	135355054	.	3282	228.65	230.86	220.64	263.76
peak9160	chr4	135405324	135407467	.	2144	35.24	35.82	25.56	27.18
peak9161	chr4	135426354	135428661	.	2308	6.56	11.94	10.22	6.39
peak9162	chr4	135433359	135434646	.	1288	19.67	9.95	17.89	21.58
peak9163	chr4	135438954	135440756	.	1803	31.14	34.83	42.59	30.37
peak9164	chr4	135474457	135477686	.	3230	457.31	442.81	429.35	431.62
peak9165	chr4	135492533	135495373	.	2841	135.23	150.26	126.93	125.49
peak9166	chr4	135544581	135546005	.	1425	12.29	13.93	16.19	16.79
peak9168	chr4	135612439	135614916	.	2478	60.65	59.7	74.11	58.35
